"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","16,377","0.2%","103,100","",""
"BP","BP PLC","SPONSORED ADR","055622104","16,311","0.2%","463,900","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","16,237","0.2%","468,611","",""
"CPB","CAMPBELL SOUP CO","COM","134429109","16,143","0.2%","295,122","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","16,028","0.2%","219,800","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","15,956","0.2%","1,710,200","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","15,949","0.2%","477,500","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","15,909","0.2%","509,450","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","15,742","0.2%","371,700","",""
"VFC","V F CORP","COM","918204108","15,640","0.2%","279,041","",""
"M","MACYS INC","COM","55616P104","15,612","0.2%","421,380","",""
"EOG","EOG RES INC","COM","26875P101","15,064","0.1%","155,765","",""
"COP","CONOCOPHILLIPS","COM","20825C104","14,843","0.1%","341,444","",""
"CAG","CONAGRA FOODS INC","COM","205887102","14,382","0.1%","305,276","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","14,113","0.1%","321,483","",""
"T.TO","TELUS CORP","COM","87971M103","14,009","0.1%","425,300","",""
"KSS","KOHLS CORP","COM","500255104","13,700","0.1%","313,136","",""
"ADBE","ADOBE SYS INC","COM","00724F101","13,665","0.1%","125,900","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","13,615","0.1%","315,810","",""
"UTHR","UNITED THERAPEUTICS CORP DEL","COM","91307C102","13,438","0.1%","113,805","",""
"NEM","NEWMONT MINING CORP","COM","651639106","13,326","0.1%","339,164","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","13,180","0.1%","163,398","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","12,915","0.1%","118,100","",""
"MCD","MCDONALDS CORP","COM","580135101","12,607","0.1%","109,287","",""
"KO","COCA COLA CO","COM","191216100","12,383","0.1%","292,606","",""
"LUMN","CENTURYLINK INC","COM","156700106","12,196","0.1%","444,625","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","11,823","0.1%","154,998","",""
"GG","GOLDCORP INC NEW","COM","380956409","11,715","0.1%","709,119","",""
"MHK","MOHAWK INDS INC","COM","608190104","11,511","0.1%","57,457","",""
"HD","HOME DEPOT INC","COM","437076102","11,221","0.1%","87,200","",""
"K","KELLOGG CO","COM","487836108","10,880","0.1%","140,442","",""
"LB","L BRANDS INC","COM","501797104","10,762","0.1%","152,076","",""
"FL","FOOT LOCKER INC","COM","344849104","10,643","0.1%","157,156","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","10,538","0.1%","171,858","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","10,518","0.1%","192,006","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","10,456","0.1%","149,928","",""
"JCPNQ","PENNEY J C INC","COM","708160106","10,455","0.1%","1,134,000","",""
"LOW","LOWES COS INC","COM","548661107","10,398","0.1%","144,000","",""
"TRP","TRANSCANADA CORP","COM","89353D107","10,394","0.1%","218,600","",""
"WHR","WHIRLPOOL CORP","COM","963320106","10,378","0.1%","64,000","",""
"GPS","GAP INC DEL","COM","364760108","10,355","0.1%","465,605","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","10,074","0.1%","185,932","",""
"WPM","SILVER WHEATON CORP","COM","828336107","9,944","0.1%","367,874","",""
"APC","ANADARKO PETE CORP","COM","032511107","9,851","0.1%","155,480","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","9,803","0.1%","245,496","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","9,744","0.1%","102,880","",""
"DISCA","DISCOVERY COMMUNICATNS NEW","COM SER A","25470F104","9,619","0.1%","357,335","",""
"ORCL","ORACLE CORP","COM","68389X105","9,499","0.1%","241,828","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","9,477","0.1%","147,200","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","9,372","0.1%","74,300","",""
"ELV","ANTHEM INC","COM","036752103","9,358","0.1%","74,679","",""
"FFIV","F5 NETWORKS INC","COM","315616102","9,212","0.1%","73,910","",""
"TFCFA","TWENTY FIRST CENTY FOX INC","CL A","90130A101","9,114","0.1%","376,300","",""
"SPLS","STAPLES INC","COM","855030102","9,109","0.1%","1,065,425","",""
"PXD","PIONEER NAT RES CO","COM","723787107","8,948","0.1%","48,200","",""
"","CITRIX SYS INC","COM","177376100","8,803","0.1%","103,295","",""
"IP","INTL PAPER CO","COM","460146103","8,451","0.1%","176,140","",""
"NVDA","NVIDIA CORP","COM","67066G104","8,450","0.1%","123,321","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","8,255","0.1%","102,192","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","8,237","0.1%","94,400","",""
"","RANDGOLD RES LTD","ADR","752344309","7,804","0.1%","77,981","",""
"VALE","VALE S A","ADR","91912E105","7,784","0.1%","1,415,300","",""
"CLX","CLOROX CO DEL","COM","189054109","7,633","0.1%","60,980","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","7,557","0.1%","97,257","",""
"DOFSQ","DIAMOND OFFSHORE DRILLING IN","COM","25271C102","7,496","0.1%","425,690","",""
"TGT","TARGET CORP","COM","87612E106","7,491","0.1%","109,075","",""
"MAS","MASCO CORP","COM","574599106","7,274","0.1%","211,998","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","7,268","0.1%","507,297","",""
"KSU","KANSAS CITY SOUTHERN","COM NEW","485170302","6,952","0.1%","74,498","",""
"MCK","MCKESSON CORP","COM","58155Q103","6,897","0.1%","41,359","",""
"DHI","D R HORTON INC","COM","23331A109","6,786","0.1%","224,718","",""
"ADI","ANALOG DEVICES INC","COM","032654105","6,783","0.1%","105,239","",""
"APA","APACHE CORP","COM","037411105","6,694","0.1%","104,800","",""
"KDP","DR PEPPER SNAPPLE GROUP INC","COM","26138E109","6,601","0.1%","72,295","",""
"WMT","WAL-MART STORES INC","COM","931142103","6,498","0.1%","90,100","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","6,464","0.1%","97,200","",""
"KR","KROGER CO","COM","501044101","6,370","0.1%","214,610","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","6,343","0.1%","143,800","",""
"EWY","ISHARES","MSCI STH KOR ETF","464286772","6,326","0.1%","108,820","",""
"TOL","TOLL BROTHERS INC","COM","889478103","6,024","0.1%","201,739","",""
"DHR","DANAHER CORP DEL","COM","235851102","5,926","0.1%","75,600","",""
"GIS","GENERAL MLS INC","COM","370334104","5,915","0.1%","92,600","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","5,904","0.1%","224,497","",""
"XLNX","XILINX INC","COM","983919101","5,701","0.1%","104,915","",""
"CXO","CONCHO RES INC","COM","20605P101","5,568","0.1%","40,538","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","5,455","0.1%","342,678","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","5,433","0.1%","45,065","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","5,387","0.1%","6,700","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","5,385","0.1%","101,600","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","5,364","0.1%","7,400","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","5,313","0.1%","102,260","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","5,245","0.1%","44,400","",""
"TIF","TIFFANY & CO NEW","COM","886547108","5,172","0.1%","71,204","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","5,098","0.1%","599,804","",""
"WU","WESTERN UN CO","COM","959802109","5,026","0.0%","241,400","",""
"CHRW","C H ROBINSON WORLDWIDE INC","COM NEW","12541W209","4,862","0.0%","69,000","",""
"MJN","MEAD JOHNSON NUTRITION CO","COM","582839106","4,672","0.0%","59,126","",""
"NRG","NRG ENERGY INC","COM NEW","629377508","4,622","0.0%","412,274","",""
"HES","HESS CORP","COM","42809H107","4,617","0.0%","86,100","",""
"NUE","NUCOR CORP","COM","670346105","4,554","0.0%","92,083","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","4,532","0.0%","28,100","",""
"K.TO","KINROSS GOLD CORP","COM NO PAR","496902404","4,383","0.0%","1,041,700","",""
"NBL","NOBLE ENERGY INC","COM","655044105","4,380","0.0%","122,562","",""
"DVA","DAVITA INC","COM","23918K108","4,314","0.0%","65,300","",""
"RGLD","ROYAL GOLD INC","COM","780287108","4,297","0.0%","55,500","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","4,287","0.0%","56,310","",""
"FE","FIRSTENERGY CORP","COM","337932107","4,275","0.0%","129,245","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","4,240","0.0%","30,844","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","4,227","0.0%","106,000","",""
"LVLT","LEVEL 3 COMMUNICATIONS INC","COM NEW","52729N308","4,119","0.0%","88,800","",""
"NKE","NIKE INC","CL B","654106103","4,108","0.0%","78,028","",""
"MPC","MARATHON PETE CORP","COM","56585A102","4,063","0.0%","100,100","",""
"MCHP","MICROCHIP TECHNOLOGY INC","COM","595017104","4,000","0.0%","64,369","",""
"RHT","RED HAT INC","COM","756577102","3,958","0.0%","48,963","",""
"EQT","EQT CORP","COM","26884L109","3,957","0.0%","54,486","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","3,936","0.0%","31,100","",""
"HSY","HERSHEY CO","COM","427866108","3,869","0.0%","40,471","",""
"FDX","FEDEX CORP","COM","31428X106","3,867","0.0%","22,136","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","3,800","0.0%","31,705","",""
"ORLY","O REILLY AUTOMOTIVE INC NEW","COM","67103H107","3,773","0.0%","13,469","",""
"CELG","CELGENE CORP","COM","151020104","3,732","0.0%","35,700","",""
"EMN","EASTMAN CHEM CO","COM","277432100","3,641","0.0%","53,800","",""
"MRO","MARATHON OIL CORP","COM","565849106","3,639","0.0%","230,200","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","3,624","0.0%","13,100","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","3,609","0.0%","26,859","",""
"CTRA","CABOT OIL & GAS CORP","COM","127097103","3,573","0.0%","138,480","",""
"TAHO","TAHOE RES INC","COM","873868103","3,459","0.0%","270,300","",""
"BLK","BLACKROCK INC","COM","09247X101","3,443","0.0%","9,500","",""
"GFI","GOLD FIELDS LTD NEW","SPONSORED ADR","38059T106","3,440","0.0%","709,200","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","3,422","0.0%","23,310","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","3,416","0.0%","792,668","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","3,407","0.0%","76,910","",""
"ETN","EATON CORP PLC","SHS","G29183103","3,351","0.0%","50,992","",""
"PSA","PUBLIC STORAGE","COM","74460D109","3,342","0.0%","14,979","",""
"EXC","EXELON CORP","COM","30161N101","3,296","0.0%","99,000","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","3,247","0.0%","117,700","",""
"META","FACEBOOK INC","CL A","30303M102","3,168","0.0%","24,700","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","3,149","0.0%","18,913","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","3,079","0.0%","171,100","",""
"PTR","PETROCHINA CO LTD","SPONSORED ADR","71646E100","3,003","0.0%","44,956","",""
"RRC","RANGE RES CORP","COM","75281A109","2,937","0.0%","75,804","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","2,890","0.0%","55,600","",""
"PNRA","PANERA BREAD CO","CL A","69840W108","2,862","0.0%","14,700","",""
"SBSW","SIBANYE GOLD LTD","SPONSORED ADR","825724206","2,781","0.0%","196,826","",""
"NTRS","NORTHERN TR CORP","COM","665859104","2,754","0.0%","40,500","",""
"MS","MORGAN STANLEY","COM NEW","617446448","2,741","0.0%","85,500","",""
"OVV","ENCANA CORP","COM","292505104","2,721","0.0%","260,800","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","2,678","0.0%","31,000","",""
"ABT","ABBOTT LABS","COM","002824100","2,622","0.0%","62,000","",""
"ANDV","TESORO CORP","COM","881609101","2,594","0.0%","32,600","",""
"BWA","BORGWARNER INC","COM","099724106","2,547","0.0%","72,400","",""
"AZO","AUTOZONE INC","COM","053332102","2,520","0.0%","3,280","",""
"SBUX","STARBUCKS CORP","COM","855244109","2,431","0.0%","44,900","",""
"EGO","ELDORADO GOLD CORP NEW","COM","284902103","2,347","0.0%","597,900","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","2,334","0.0%","14,400","",""
"PEG","PUBLIC SVC ENTERPRISE GROUP","COM","744573106","2,322","0.0%","55,457","",""
"CHK","CHESAPEAKE ENERGY CORP","COM","165167107","2,305","0.0%","367,600","",""
"BTO.TO","B2GOLD CORP","COM","11777Q209","2,284","0.0%","872,500","",""
"FLR","FLUOR CORP NEW","COM","343412102","2,251","0.0%","43,866","",""
"SBAC","SBA COMMUNICATIONS CORP","COM","78388J106","2,199","0.0%","19,604","",""
"FAST","FASTENAL CO","COM","311900104","2,190","0.0%","52,411","",""
"CA","CA INC","COM","12673P105","2,134","0.0%","64,500","",""
"SCHW","SCHWAB CHARLES CORP NEW","COM","808513105","2,122","0.0%","67,200","",""
"LEG","LEGGETT & PLATT INC","COM","524660107","2,110","0.0%","46,300","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","2,025","0.0%","153,800","",""
"CERN","CERNER CORP","COM","156782104","1,970","0.0%","31,900","",""
"GLW","CORNING INC","COM","219350105","1,937","0.0%","81,900","",""
"NGD.TO","NEW GOLD INC CDA","COM","644535106","1,894","0.0%","437,400","",""
"TRQ","TURQUOISE HILL RES LTD","COM","900435108","1,788","0.0%","605,500","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","1,686","0.0%","10,600","",""
"TPR","COACH INC","COM","189754104","1,671","0.0%","45,700","",""
"LEN","LENNAR CORP","CL A","526057104","1,629","0.0%","38,471","",""
"LLY","LILLY ELI & CO","COM","532457108","1,596","0.0%","19,881","",""
"CCL","CARNIVAL CORP","UNIT 99/99/9999","143658300","1,573","0.0%","32,229","",""
"BCR","BARD C R INC","COM","067383109","1,551","0.0%","6,915","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","1,526","0.0%","44,210","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","1,486","0.0%","17,400","",""
"ICE","INTERCONTINENTAL EXCHANGE IN","COM","45866F104","1,428","0.0%","5,300","",""
"","WEATHERFORD INTL PLC","ORD SHS","G48833100","1,418","0.0%","252,400","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","1,338","0.0%","19,900","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","1,326","0.0%","20,700","",""
"TJX","TJX COS INC NEW","COM","872540109","1,289","0.0%","17,241","",""
"STT","STATE STR CORP","COM","857477103","1,239","0.0%","17,800","",""
"NLOK","SYMANTEC CORP","COM","871503108","1,224","0.0%","48,764","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","1,211","0.0%","50,900","",""
"NYCB","NEW YORK CMNTY BANCORP INC","COM","649445103","1,202","0.0%","84,500","",""
"ROST","ROSS STORES INC","COM","778296103","1,193","0.0%","18,561","",""
"AON","AON PLC","SHS CL A","G0408V102","1,189","0.0%","10,569","",""
"MO","ALTRIA GROUP INC","COM","02209S103","1,138","0.0%","18,000","",""
"TEVA","TEVA PHARMACEUTICAL INDS LTD","ADR","881624209","1,136","0.0%","24,700","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","1,131","0.0%","11,109","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","1,087","0.0%","10,900","",""
"EMR","EMERSON ELEC CO","COM","291011104","1,079","0.0%","19,800","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","1,069","0.0%","18,400","",""
"FLS","FLOWSERVE CORP","COM","34354P105","1,066","0.0%","22,100","",""
"CME","CME GROUP INC","COM","12572Q105","1,035","0.0%","9,900","",""
"BKNG","PRICELINE GRP INC","COM NEW","741503403","1,030","0.0%","700","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,021","0.0%","119,700","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","976","0.0%","7,200","",""
"FTV","FORTIVE CORP","COM","34959J108","972","0.0%","19,092","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","948","0.0%","14,863","",""
"BEN","FRANKLIN RES INC","COM","354613101","935","0.0%","26,300","",""
"TNL","WYNDHAM WORLDWIDE CORP","COM","98310W108","916","0.0%","13,600","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","899","0.0%","5,000","",""
"NDAQ","NASDAQ INC","COM","631103108","885","0.0%","13,100","",""
"AMCX","AMC NETWORKS INC","CL A","00164V103","856","0.0%","16,500","",""
"BMRN","BIOMARIN PHARMACEUTICAL INC","COM","09061G101","826","0.0%","8,926","",""
"SITC","DDR CORP","COM","23317H102","678","0.0%","38,900","",""
"BA","BOEING CO","COM","097023105","640","0.0%","4,856","",""
"PCAR","PACCAR INC","COM","693718108","623","0.0%","10,600","",""
"SPLK","SPLUNK INC","COM","848637104","622","0.0%","10,600","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","594","0.0%","2,200","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","541","0.0%","3,600","",""
"EQIX","EQUINIX INC","COM PAR $0.001","29444U700","504","0.0%","1,400","",""
"ANF","ABERCROMBIE & FITCH CO","CL A","002896207","485","0.0%","30,500","",""
"IVZ","INVESCO LTD","SHS","G491BT108","472","0.0%","15,100","",""
"AN","AUTONATION INC","COM","05329W102","468","0.0%","9,618","",""
"MLM","MARTIN MARIETTA MATLS INC","COM","573284106","466","0.0%","2,600","",""
"CCEP.AS","COCA COLA EUROPEAN PARTNERS","SHS","G25839104","454","0.0%","11,384","",""
"KRC","KILROY RLTY CORP","COM","49427F108","451","0.0%","6,500","",""
"DKS","DICKS SPORTING GOODS INC","COM","253393102","437","0.0%","7,700","",""
"GNCIQ","GNC HLDGS INC","COM CL A","36191G107","434","0.0%","21,261","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","434","0.0%","4,900","",""
"CSRA","CSRA INC","COM","12650T104","401","0.0%","14,900","",""
"SLG","SL GREEN RLTY CORP","COM","78440X101","400","0.0%","3,700","",""
"SRCL","STERICYCLE INC","COM","858912108","393","0.0%","4,900","",""
"ASH","ASHLAND GLOBAL HLDGS INC","COM","044186104","383","0.0%","3,300","",""
"","GENERAL GROWTH PPTYS INC NEW","COM","370023103","375","0.0%","13,600","",""
"TRIP","TRIPADVISOR INC","COM","896945201","370","0.0%","5,852","",""
"QRTEA","LIBERTY INTERACTIVE CORP","QVC GP COM SER A","53071M104","342","0.0%","17,100","",""
"TAP","MOLSON COORS BREWING CO","CL B","60871R209","341","0.0%","3,104","",""
"CTAS","CINTAS CORP","COM","172908105","327","0.0%","2,900","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","320","0.0%","1,800","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","316","0.0%","4,400","",""
"MKC","MCCORMICK & CO INC","COM NON VTG","579780206","310","0.0%","3,100","",""
"DNKN","DUNKIN BRANDS GROUP INC","COM","265504100","307","0.0%","5,900","",""
"OAS","OASIS PETE INC NEW","COM","674215108","298","0.0%","26,000","",""
"PNR","PENTAIR PLC","SHS","G7S00T104","296","0.0%","4,600","",""
"FLT","FLEETCOR TECHNOLOGIES INC","COM","339041105","295","0.0%","1,700","",""
"ST","SENSATA TECHNOLOGIES HLDG NV","SHS","N7902X106","293","0.0%","7,556","",""
"HOUS","REALOGY HLDGS CORP","COM","75605Y106","292","0.0%","11,300","",""
"MSGS","MADISON SQUARE GARDEN CO NEW","CL A","55825T103","288","0.0%","1,700","",""
"","CALPINE CORP","COM NEW","131347304","287","0.0%","22,700","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","283","0.0%","10,100","",""
"BIIB","BIOGEN INC","COM","09062X103","282","0.0%","900","",""
"FLEX","FLEX LTD","ORD","Y2573F102","282","0.0%","20,729","",""
"FNF","FIDELITY NATIONAL FINANCIAL","FNF GROUP COM","31620R303","277","0.0%","7,500","",""
"AGCO","AGCO CORP","COM","001084102","276","0.0%","5,600","",""
"TCO","TAUBMAN CTRS INC","COM","876664103","275","0.0%","3,700","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","272","0.0%","2,300","",""
"CYH","COMMUNITY HEALTH SYS INC NEW","COM","203668108","270","0.0%","23,400","",""
"WCG","WELLCARE HEALTH PLANS INC","COM","94946T106","269","0.0%","2,300","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","267","0.0%","4,500","",""
"SEE","SEALED AIR CORP NEW","COM","81211K100","263","0.0%","5,730","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","259","0.0%","1,700","",""
"FMC","F M C CORP","COM NEW","302491303","257","0.0%","5,323","",""
"BCO","BRINKS CO","COM","109696104","256","0.0%","6,893","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","252","0.0%","3,100","",""
"OC","OWENS CORNING NEW","COM","690742101","246","0.0%","4,600","",""
"WTW","WILLIS TOWERS WATSON PUB LTD","SHS","G96629103","242","0.0%","1,823","",""
"MAN","MANPOWERGROUP INC","COM","56418H100","240","0.0%","3,319","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","238","0.0%","2,700","",""
"TPH","TRI POINTE GROUP INC","COM","87265H109","238","0.0%","18,091","",""
"ULTA","ULTA SALON COSMETCS & FRAG I","COM","90384S303","238","0.0%","1,000","",""
"ATGE","DEVRY ED GROUP INC","COM","251893103","233","0.0%","10,100","",""
"BMS","BEMIS INC","COM","081437105","230","0.0%","4,500","",""
"BALL","BALL CORP","COM","058498106","229","0.0%","2,800","",""
"LNKD","LINKEDIN CORP","COM CL A","53578A108","229","0.0%","1,200","",""
"TIME","TIME INC NEW","COM","887228104","225","0.0%","15,526","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","219","0.0%","3,800","",""
"NYT","NEW YORK TIMES CO","CL A","650111107","215","0.0%","18,000","",""
"NUAN","NUANCE COMMUNICATIONS INC","COM","67020Y100","183","0.0%","12,648","",""
