"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"","CITRIX SYS INC","COM","177376100","6,517","0.1%","113,463","",""
"INTU","INTUIT","COM","461202103","6,502","0.1%","83,650","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","6,397","0.1%","728,600","",""
"BCR","BARD C R INC","COM","067383109","6,391","0.1%","43,186","",""
"SPLS","STAPLES INC","COM","855030102","6,196","0.1%","546,361","",""
"ANDV","TESORO CORP","COM","881609101","6,073","0.0%","120,038","",""
"NVDA","NVIDIA CORP","COM","67066G104","5,775","0.0%","322,424","",""
"","RANDGOLD RES LTD","ADR","752344309","5,715","0.0%","76,200","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","5,667","0.0%","331,800","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","5,567","0.0%","67,900","",""
"MCK","MCKESSON CORP","COM","58155Q103","5,479","0.0%","31,030","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","5,474","0.0%","118,928","",""
"HP","HELMERICH & PAYNE INC","COM","423452101","5,441","0.0%","50,583","",""
"MDT","MEDTRONIC INC","COM","585055106","5,375","0.0%","87,345","",""
"WY","WEYERHAEUSER CO","COM","962166104","5,314","0.0%","181,066","",""
"CI","CIGNA CORPORATION","COM","125509109","5,273","0.0%","62,981","",""
"MHK","MOHAWK INDS INC","COM","608190104","5,208","0.0%","38,300","",""
"HES","HESS CORP","COM","42809H107","5,147","0.0%","62,100","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","5,099","0.0%","168,558","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","5,066","0.0%","42,130","",""
"GOOGL","GOOGLE INC","CL A","38259P508","5,003","0.0%","4,489","",""
"OVV","ENCANA CORP","COM","292505104","4,963","0.0%","232,000","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","4,919","0.0%","73,500","",""
"SNDK","SANDISK CORP","COM","80004C101","4,880","0.0%","60,100","",""
"PXD","PIONEER NAT RES CO","COM","723787107","4,809","0.0%","25,700","",""
"ADBE","ADOBE SYS INC","COM","00724F101","4,760","0.0%","72,403","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","4,758","0.0%","104,600","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","4,610","0.0%","139,193","",""
"NBL","NOBLE ENERGY INC","COM","655044105","4,607","0.0%","64,852","",""
"BAX","BAXTER INTL INC","COM","071813109","4,581","0.0%","62,263","",""
"NOV","NATIONAL OILWELL VARCO INC","COM","637071101","4,580","0.0%","58,817","",""
"MRO","MARATHON OIL CORP","COM","565849106","4,579","0.0%","128,900","",""
"DHR","DANAHER CORP DEL","COM","235851102","4,578","0.0%","61,039","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","4,574","0.0%","78,977","",""
"DVA","DAVITA HEALTHCARE PARTNERS I","COM","23918K108","4,471","0.0%","64,941","",""
"KLAC","KLA-TENCOR CORP","COM","482480100","4,417","0.0%","63,884","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","4,270","0.0%","15,674","",""
"MCHP","MICROCHIP TECHNOLOGY INC","COM","595017104","4,258","0.0%","89,159","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","4,225","0.0%","76,817","",""
"HOT","STARWOOD HOTELS&RESORTS WRLD","COM","85590A401","4,213","0.0%","52,923","",""
"MET","METLIFE INC","COM","59156R108","4,169","0.0%","78,964","",""
"NOC","NORTHROP GRUMMAN CORP","COM","666807102","4,169","0.0%","33,788","",""
"RHT","RED HAT INC","COM","756577102","4,149","0.0%","78,313","",""
"FFIV","F5 NETWORKS INC","COM","315616102","4,147","0.0%","38,889","",""
"AMAT","APPLIED MATLS INC","COM","038222105","4,138","0.0%","202,699","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","4,138","0.0%","33,300","",""
"N","NETSUITE INC","COM","64118Q107","4,135","0.0%","43,600","",""
"PTR","PETROCHINA CO LTD","SPONSORED ADR","71646E100","4,134","0.0%","38,097","",""
"PH","PARKER HANNIFIN CORP","COM","701094104","4,025","0.0%","33,626","",""
"TRP","TRANSCANADA CORP","COM","89353D107","4,011","0.0%","88,100","",""
"ALTR","ALTERA CORP","COM","021441100","3,974","0.0%","109,663","",""
"META","FACEBOOK INC","CL A","30303M102","3,928","0.0%","65,200","",""
"WLL","WHITING PETE CORP NEW","COM","966387102","3,824","0.0%","55,110","",""
"K.TO","KINROSS GOLD CORP","COM NO PAR","496902404","3,790","0.0%","915,400","",""
"CNQR","CONCUR TECHNOLOGIES INC","COM","206708109","3,781","0.0%","38,166","",""
"VMW","VMWARE INC","CL A COM","928563402","3,737","0.0%","34,600","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","3,735","0.0%","172,800","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","3,656","0.0%","86,900","",""
"XRX","XEROX CORP","COM","984121103","3,649","0.0%","322,900","",""
"PFE","PFIZER INC","COM","717081103","3,601","0.0%","112,108","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","3,499","0.0%","21,437","",""
"COV","COVIDIEN PLC","SHS","G2554F113","3,466","0.0%","47,058","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","3,418","0.0%","48,844","",""
"RTN","RAYTHEON CO","COM NEW","755111507","3,406","0.0%","34,478","",""
"IP","INTL PAPER CO","COM","460146103","3,401","0.0%","74,124","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","3,359","0.0%","39,676","",""
"AIG","AMERICAN INTL GROUP INC","COM NEW","026874784","3,316","0.0%","66,300","",""
"DOV","DOVER CORP","COM","260003108","3,313","0.0%","40,527","",""
"RGLD","ROYAL GOLD INC","COM","780287108","3,306","0.0%","52,800","",""
"BMRN","BIOMARIN PHARMACEUTICAL INC","COM","09061G101","3,301","0.0%","48,400","",""
"LLTC","LINEAR TECHNOLOGY CORP","COM","535678106","3,263","0.0%","67,016","",""
"EGO","ELDORADO GOLD CORP NEW","COM","284902103","3,224","0.0%","578,600","",""
"PTEN","PATTERSON UTI ENERGY INC","COM","703481101","3,186","0.0%","100,582","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","2,951","0.0%","45,898","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","2,889","0.0%","62,800","",""
"RAX","RACKSPACE HOSTING INC","COM","750086100","2,849","0.0%","86,810","",""
"TRIP","TRIPADVISOR INC","COM","896945201","2,845","0.0%","31,400","",""
"EQT","EQT CORP","COM","26884L109","2,735","0.0%","28,200","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","2,702","0.0%","51,200","",""
"CTRA","CABOT OIL & GAS CORP","COM","127097103","2,660","0.0%","78,500","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","2,636","0.0%","101,800","",""
"AFL","AFLAC INC","COM","001055102","2,584","0.0%","40,986","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","2,574","0.0%","70,400","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","2,556","0.0%","31,424","",""
"LNKD","LINKEDIN CORP","COM CL A","53578A108","2,552","0.0%","13,800","",""
"VAR","VARIAN MED SYS INC","COM","92220P105","2,486","0.0%","29,598","",""
"RRC","RANGE RES CORP","COM","75281A109","2,481","0.0%","29,900","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","2,456","0.0%","46,257","",""
"CERN","CERNER CORP","COM","156782104","2,429","0.0%","43,177","",""
"WHR","WHIRLPOOL CORP","COM","963320106","2,389","0.0%","15,981","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","2,377","0.0%","56,480","",""
"AET","AETNA INC NEW","COM","00817Y108","2,318","0.0%","30,919","",""
"GWW","GRAINGER W W INC","COM","384802104","2,316","0.0%","9,167","",""
"AGN","ALLERGAN INC","COM","018490102","2,296","0.0%","18,499","",""
"GFI","GOLD FIELDS LTD NEW","SPONSORED ADR","38059T106","2,245","0.0%","608,300","",""
"CREE","CREE INC","COM","225447101","2,234","0.0%","39,496","",""
"MUR","MURPHY OIL CORP","COM","626717102","2,225","0.0%","35,400","",""
"CRM","SALESFORCE COM INC","COM","79466L302","2,201","0.0%","38,552","",""
"TKR","TIMKEN CO","COM","887389104","2,111","0.0%","35,915","",""
"NGD.TO","NEW GOLD INC CDA","COM","644535106","2,005","0.0%","404,500","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","1,945","0.0%","24,400","",""
"AZO","AUTOZONE INC","COM","053332102","1,939","0.0%","3,610","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","1,931","0.0%","26,851","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","1,908","0.0%","29,089","",""
"IGT","INTERNATIONAL GAME TECHNOLOG","COM","459902102","1,883","0.0%","133,929","",""
"TLM","TALISMAN ENERGY INC","COM","87425E103","1,865","0.0%","186,800","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","1,860","0.0%","91,014","",""
"SPXC","SPX CORP","COM","784635104","1,857","0.0%","18,890","",""
"LLY","LILLY ELI & CO","COM","532457108","1,850","0.0%","31,439","",""
"ANSS","ANSYS INC","COM","03662Q105","1,845","0.0%","23,961","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","1,835","0.0%","27,439","",""
"INFA","INFORMATICA CORP","COM","45666Q102","1,821","0.0%","48,200","",""
"MAS","MASCO CORP","COM","574599106","1,810","0.0%","81,500","",""
"CXO","CONCHO RES INC","COM","20605P101","1,801","0.0%","14,700","",""
"CB","CHUBB CORP","COM","171232101","1,795","0.0%","20,100","",""
"KBR","KBR INC","COM","48242W106","1,779","0.0%","66,669","",""
"ETN","EATON CORP PLC","SHS","G29183103","1,766","0.0%","23,509","",""
"XLNX","XILINX INC","COM","983919101","1,757","0.0%","32,379","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,711","0.0%","74,600","",""
"RKT","ROCK-TENN CO","CL A","772739207","1,661","0.0%","15,736","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","1,641","0.0%","10,017","",""
"CNX","CONSOL ENERGY INC","COM","20854P109","1,639","0.0%","41,020","",""
"DNR","DENBURY RES INC","COM NEW","247916208","1,617","0.0%","98,594","",""
"TRV","TRAVELERS COMPANIES INC","COM","89417E109","1,598","0.0%","18,780","",""
"ANTM","WELLPOINT INC","COM","94973V107","1,595","0.0%","16,026","",""
"NFG","NATIONAL FUEL GAS CO N J","COM","636180101","1,590","0.0%","22,700","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","1,580","0.0%","66,931","",""
"GLW","CORNING INC","COM","219350105","1,542","0.0%","74,045","",""
"CAM","CAMERON INTERNATIONAL CORP","COM","13342B105","1,496","0.0%","24,219","",""
"NUE","NUCOR CORP","COM","670346105","1,460","0.0%","28,895","",""
"HD","HOME DEPOT INC","COM","437076102","1,446","0.0%","18,280","",""
"CIEIQ","COBALT INTL ENERGY INC","COM","19075F106","1,438","0.0%","78,500","",""
"THC","TENET HEALTHCARE CORP","COM NEW","88033G407","1,430","0.0%","33,400","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","1,410","0.0%","21,153","",""
"MCRS","MICROS SYS INC","COM","594901100","1,387","0.0%","26,200","",""
"CMI","CUMMINS INC","COM","231021106","1,376","0.0%","9,235","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","1,349","0.0%","3,080","",""
"EAT","BRINKER INTL INC","COM","109641100","1,323","0.0%","25,224","",""
"STLD","STEEL DYNAMICS INC","COM","858119100","1,301","0.0%","73,154","",""
"PNRA","PANERA BREAD CO","CL A","69840W108","1,288","0.0%","7,300","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","1,284","0.0%","18,034","",""
"AEO","AMERICAN EAGLE OUTFITTERS NE","COM","02553E106","1,277","0.0%","104,300","",""
"KMX","CARMAX INC","COM","143130102","1,274","0.0%","27,214","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","1,274","0.0%","21,166","",""
"DOW","DOW CHEM CO","COM","260543103","1,243","0.0%","25,588","",""
"PEG","PUBLIC SVC ENTERPRISE GROUP","COM","744573106","1,230","0.0%","32,248","",""
"TRQ","TURQUOISE HILL RES LTD","COM","900435108","1,204","0.0%","359,100","",""
"CAB","CABELAS INC","COM","126804301","1,185","0.0%","18,091","",""
"EBAY","EBAY INC","COM","278642103","1,174","0.0%","21,250","",""
"CB","ACE LTD","SHS","H0023R105","1,167","0.0%","11,785","",""
"JBL","JABIL CIRCUIT INC","COM","466313103","1,163","0.0%","64,619","",""
"VIAC","CBS CORP NEW","CL B","124857202","1,161","0.0%","18,784","",""
"RHI","ROBERT HALF INTL INC","COM","770323103","1,156","0.0%","27,545","",""
"FOSL","FOSSIL GROUP INC","COM","34988V106","1,147","0.0%","9,839","",""
"PKG","PACKAGING CORP AMER","COM","695156109","1,147","0.0%","16,300","",""
"PPG","PPG INDS INC","COM","693506107","1,106","0.0%","5,716","",""
"LNC","LINCOLN NATL CORP IND","COM","534187109","1,100","0.0%","21,718","",""
"TEX","TEREX CORP NEW","COM","880779103","1,087","0.0%","24,536","",""
"HMY","HARMONY GOLD MNG LTD","SPONSORED ADR","413216300","1,078","0.0%","353,400","",""
"EMN","EASTMAN CHEM CO","COM","277432100","1,033","0.0%","11,987","",""
"SGEN","SEATTLE GENETICS INC","COM","812578102","1,021","0.0%","22,400","",""
"FISV","FISERV INC","COM","337738108","1,013","0.0%","17,868","",""
"M","MACYS INC","COM","55616P104","1,012","0.0%","17,071","",""
"IMG.TO","IAMGOLD CORP","COM","450913108","1,008","0.0%","286,100","",""
"CYH","COMMUNITY HEALTH SYS INC NEW","COM","203668108","987","0.0%","25,210","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","960","0.0%","21,500","",""
"SYK","STRYKER CORP","COM","863667101","951","0.0%","11,667","",""
"ZION","ZIONS BANCORPORATION","COM","989701107","929","0.0%","30,000","",""
"NDAQ","NASDAQ OMX GROUP INC","COM","631103108","924","0.0%","25,000","",""
"KEX","KIRBY CORP","COM","497266106","911","0.0%","9,000","",""
"","ALCOA INC","COM","013817101","895","0.0%","69,521","",""
"CFN","CAREFUSION CORP","COM","14170T101","893","0.0%","22,200","",""
"KSU","KANSAS CITY SOUTHERN","COM NEW","485170302","890","0.0%","8,723","",""
"LOW","LOWES COS INC","COM","548661107","814","0.0%","16,653","",""
"BTU","PEABODY ENERGY CORP","COM","704549104","809","0.0%","49,500","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","789","0.0%","8,032","",""
"DNKN","DUNKIN BRANDS GROUP INC","COM","265504100","783","0.0%","15,600","",""
"PCL","PLUM CREEK TIMBER CO INC","COM","729251108","778","0.0%","18,504","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","745","0.0%","3,161","",""
"O","REALTY INCOME CORP","COM","756109104","742","0.0%","18,153","",""
"EQIX","EQUINIX INC","COM NEW","29444U502","728","0.0%","3,937","",""
"SBAC","SBA COMMUNICATIONS CORP","COM","78388J106","728","0.0%","8,000","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","724","0.0%","5,814","",""
"AGI","ALAMOS GOLD INC","COM","011527108","713","0.0%","78,822","",""
"TRW","TRW AUTOMOTIVE HLDGS CORP","COM","87264S106","710","0.0%","8,700","",""
"T","AT&T INC","COM","00206R102","705","0.0%","20,100","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","678","0.0%","8,238","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","665","0.0%","13,485","",""
"AN","AUTONATION INC","COM","05329W102","663","0.0%","12,448","",""
"ABT","ABBOTT LABS","COM","002824100","662","0.0%","17,200","",""
"FTI","FMC TECHNOLOGIES INC","COM","30249U101","655","0.0%","12,518","",""
"ALL","ALLSTATE CORP","COM","020002101","648","0.0%","11,446","",""
"AME","AMETEK INC NEW","COM","031100100","641","0.0%","12,440","",""
"HIG","HARTFORD FINL SVCS GROUP INC","COM","416515104","637","0.0%","18,056","",""
"LUMN","CENTURYLINK INC","COM","156700106","623","0.0%","18,975","",""
"GPS","GAP INC DEL","COM","364760108","616","0.0%","15,374","",""
"AMG","AFFILIATED MANAGERS GROUP","COM","008252108","605","0.0%","3,026","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COM","00971T101","596","0.0%","10,233","",""
"SNI","SCRIPPS NETWORKS INTERACT IN","CL A COM","811065101","592","0.0%","7,794","",""
"WAB","WABTEC CORP","COM","929740108","587","0.0%","7,578","",""
"GIS","GENERAL MLS INC","COM","370334104","576","0.0%","11,125","",""
"AMZN","AMAZON COM INC","COM","023135106","574","0.0%","1,706","",""
"AVP","AVON PRODS INC","COM","054303102","544","0.0%","37,169","",""
"BLK","BLACKROCK INC","COM","09247X101","535","0.0%","1,700","",""
"TNL","WYNDHAM WORLDWIDE CORP","COM","98310W108","527","0.0%","7,200","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","514","0.0%","6,658","",""
"HRB","BLOCK H & R INC","COM","093671105","512","0.0%","16,966","",""
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","509","0.0%","32,779","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","499","0.0%","36,884","",""
"MS","MORGAN STANLEY","COM NEW","617446448","491","0.0%","15,755","",""
"XL","XL GROUP PLC","SHS","G98290102","486","0.0%","15,540","",""
"AEP","AMERICAN ELEC PWR INC","COM","025537101","477","0.0%","9,413","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","477","0.0%","3,800","",""
"PGR","PROGRESSIVE CORP OHIO","COM","743315103","474","0.0%","19,551","",""
"BEN","FRANKLIN RES INC","COM","354613101","460","0.0%","8,483","",""
"OC","OWENS CORNING NEW","COM","690742101","451","0.0%","10,451","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","443","0.0%","5,400","",""
"BHI","BAKER HUGHES INC","COM","057224107","436","0.0%","6,711","",""
"PAYX","PAYCHEX INC","COM","704326107","436","0.0%","10,227","",""
"MSM","MSC INDL DIRECT INC","CL A","553530106","393","0.0%","4,538","",""
"ON","ON SEMICONDUCTOR CORP","COM","682189105","393","0.0%","41,817","",""
"TSS","TOTAL SYS SVCS INC","COM","891906109","383","0.0%","12,600","",""
"CLX","CLOROX CO DEL","COM","189054109","362","0.0%","4,116","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","351","0.0%","2,995","",""
"GRA","GRACE W R & CO DEL NEW","COM","38388F108","347","0.0%","3,501","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","333","0.0%","8,000","",""
"LBTYK","LIBERTY GLOBAL PLC","SHS CL C","G5480U120","326","0.0%","8,000","",""
"NVR","NVR INC","COM","62944T105","312","0.0%","272","",""
"QRTEA","LIBERTY INTERACTIVE CORP","INT COM SER A","53071M104","309","0.0%","10,700","",""
"PAAS.TO","PAN AMERICAN SILVER CORP","COM","697900108","309","0.0%","23,977","",""
"SCHW","SCHWAB CHARLES CORP NEW","COM","808513105","307","0.0%","11,218","",""
"SLB","SCHLUMBERGER LTD","COM","806857108","301","0.0%","3,087","",""
"HAL","HALLIBURTON CO","COM","406216101","300","0.0%","5,100","",""
"STT","STATE STR CORP","COM","857477103","292","0.0%","4,200","",""
"IDXX","IDEXX LABS INC","COM","45168D104","279","0.0%","2,301","",""
"TOC","THOMSON REUTERS CORP","COM","884903105","267","0.0%","7,800","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","264","0.0%","2,400","",""
"OIS","OIL STS INTL INC","COM","678026105","264","0.0%","2,676","",""
"EFX","EQUIFAX INC","COM","294429105","256","0.0%","3,763","",""
"RL","RALPH LAUREN CORP","CL A","751212101","252","0.0%","1,568","",""
"","LIBERTY MEDIA CORP DELAWARE","CL A","531229102","248","0.0%","1,900","",""
"SDRLF","SEADRILL LIMITED","SHS","G7945E105","243","0.0%","6,900","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","230","0.0%","4,428","",""
"SRCL","STERICYCLE INC","COM","858912108","220","0.0%","1,937","",""
"ASH","ASHLAND INC NEW","COM","044209104","218","0.0%","2,190","",""
"MSCI","MSCI INC","COM","55354G100","218","0.0%","5,070","",""
"URS","URS CORP NEW","COM","903236107","217","0.0%","4,618","",""
"CSC","COMPUTER SCIENCES CORP","COM","205363104","214","0.0%","3,520","",""
"ACAS","AMERICAN CAP LTD","COM","02503Y103","212","0.0%","13,404","",""
"HUN","HUNTSMAN CORP","COM","447011107","212","0.0%","8,689","",""
"JAH","JARDEN CORP","COM","471109108","209","0.0%","3,500","",""
"LM","LEGG MASON INC","COM","524901105","208","0.0%","4,233","",""
"BEAV","B/E AEROSPACE INC","COM","073302101","204","0.0%","2,351","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","203","0.0%","1,602","",""
"BKS","BARNES & NOBLE INC","COM","067774109","202","0.0%","9,681","",""
