Sym,Issuer Name,Cl,CUSIP,Value ($000),%,Shares,Principal,Option Type
BMO.TO,BANK MONTREAL QUE,COM,63671101,"5,482",0.10%,"72,617",,
CB,CHUBB LIMITED,COM,H1467J104,"5,438",0.10%,"39,761",,
URI,UNITED RENTALS INC,COM,911363109,"5,335",0.10%,"30,888",,
TRP,TRANSCANADA CORP,COM,89353D107,"5,263",0.10%,"127,345",,
LVS,LAS VEGAS SANDS CORP,COM,517834107,"4,972",0.00%,"69,156",,
XLNX,XILINX INC,COM,983919101,"4,938",0.00%,"68,361",,
HSY,HERSHEY CO,COM,427866108,"4,921",0.00%,"49,726",,
ALL,ALLSTATE CORP,COM,20002101,"4,863",0.00%,"51,300",,
M,MACYS INC,COM,55616P104,"4,632",0.00%,"155,754",,
CNP,CENTERPOINT ENERGY INC,COM,15189T107,"4,552",0.00%,"166,115",,
ENDP,ENDO INTL PLC,SHS,G30401106,"4,531",0.00%,"762,715",,
MUR,MURPHY OIL CORP,COM,626717102,"4,438",0.00%,"171,768",,
K,KELLOGG CO,COM,487836108,"4,437",0.00%,"68,247",,
TJX,TJX COS INC NEW,COM,872540109,"4,416",0.00%,"54,144",,
BKAA.SG,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,112585104,"4,310",0.00%,"110,635",,
CCEP.AS,COCA COLA EUROPEAN PARTNERS,SHS,G25839104,"4,261",0.00%,"102,292",,
WFC,WELLS FARGO CO NEW,COM,949746101,"4,249",0.00%,"81,066",,
TGT,TARGET CORP,COM,8.76E+110,"4,099",0.00%,"59,045",,
IBM,INTERNATIONAL BUSINESS MACHS,COM,459200101,"4,094",0.00%,"26,686",,
MFC.TO,MANULIFE FINL CORP,COM,56501R106,"3,966",0.00%,"213,749",,
LOW,LOWES COS INC,COM,548661107,"3,911",0.00%,"44,566",,
DE,DEERE & CO,COM,244199105,"3,805",0.00%,"24,499",,
XRAY,DENTSPLY SIRONA INC,COM,24906P109,"3,791",0.00%,"75,346",,
CM.TO,CDN IMPERIAL BK COMM TORONTO,COM,136069101,"3,780",0.00%,"42,854",,
BCE.TO,BCE INC,COM NEW,05534B760,"3,527",0.00%,"82,031",,
MCD,MCDONALDS CORP,COM,580135101,"3,464",0.00%,"22,150",,
NTR.TO,NUTRIEN LTD,COM,67077M108,"3,436",0.00%,"72,761",,
NUAN,NUANCE COMMUNICATIONS INC,COM,67020Y100,"3,415",0.00%,"216,830",,
GG,GOLDCORP INC NEW,COM,380956409,"3,369",0.00%,"243,942",,
SLF.TO,SUN LIFE FINL INC,COM,866796105,"3,304",0.00%,"80,520",,
SPGI,S&P GLOBAL INC,COM,78409V104,"3,260",0.00%,"17,065",,
FNV.TO,FRANCO NEVADA CORP,COM,351858105,"3,175",0.00%,"46,566",,
CP.TO,CANADIAN PAC RY LTD,COM,13645T100,"3,168",0.00%,"17,975",,
RS,RELIANCE STEEL & ALUMINUM CO,COM,759509102,"3,156",0.00%,"36,805",,
BP,BP PLC,SPONSORED ADR,55622104,"3,063",0.00%,"75,549",,
TEL,TE CONNECTIVITY LTD,REG SHS,H84989104,"3,059",0.00%,"30,619",,
PBR,PETROLEO BRASILEIRO SA PETRO,SPONSORED ADR,71654V408,"3,055",0.00%,"216,059",,
DISCA,DISCOVERY COMMUNICATNS NEW,COM SER A,25470F104,"3,004",0.00%,"140,158",,
WM,WASTE MGMT INC DEL,COM,94106L109,"2,994",0.00%,"35,596",,
AVY,AVERY DENNISON CORP,COM,53611109,"2,972",0.00%,"27,973",,
V,VISA INC,COM CL A,92826C839,"2,963",0.00%,"24,770",,
AEM,AGNICO EAGLE MINES LTD,COM,8474108,"2,942",0.00%,"69,943",,
T.TO,TELUS CORP,COM,87971M103,"2,907",0.00%,"82,852",,
BHP,BHP BILLITON LTD,SPONSORED ADR,88606108,"2,857",0.00%,"64,296",,
CVX,CHEVRON CORP NEW,COM,166764100,"2,845",0.00%,"24,945",,
COP,CONOCOPHILLIPS,COM,20825C104,"2,807",0.00%,"47,342",,
RIO,RIO TINTO PLC,SPONSORED ADR,767204100,"2,797",0.00%,"54,278",,
MG.TO,MAGNA INTL INC,COM,559222401,"2,795",0.00%,"49,653",,
WPM.TO,WHEATON PRECIOUS METALS CORP,COM,962879102,"2,786",0.00%,"136,811",,
BSX,BOSTON SCIENTIFIC CORP,COM,101137107,"2,755",0.00%,"100,850",,
VALE,VALE S A,ADR,9.19E+109,"2,701",0.00%,"212,328",,
DAL,DELTA AIR LINES INC DEL,COM NEW,247361702,"2,687",0.00%,"49,022",,
J,JACOBS ENGR GROUP INC DEL,COM,469814107,"2,682",0.00%,"45,340",,
AXP,AMERICAN EXPRESS CO,COM,25816109,"2,559",0.00%,"27,430",,
EOG,EOG RES INC,COM,26875P101,"2,446",0.00%,"23,234",,
ANSS,ANSYS INC,COM,03662Q105,"2,429",0.00%,"15,502",,
TECK-B.TO,TECK RESOURCES LTD,CL B,878742204,"2,429",0.00%,"94,379",,
CAKE,CHEESECAKE FACTORY INC,COM,163072101,"2,422",0.00%,"50,234",,
LNC,LINCOLN NATL CORP IND,COM,534187109,"2,416",0.00%,"33,067",,
RGLD,ROYAL GOLD INC,COM,780287108,"2,403",0.00%,"27,986",,
CTSH,COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,"2,363",0.00%,"29,354",,
CE,CELANESE CORP DEL,COM SER A,150870103,"2,261",0.00%,"22,564",,
COO,COOPER COS INC,COM NEW,216648402,"2,257",0.00%,"9,865",,
FDS,FACTSET RESH SYS INC,COM,303075105,"2,216",0.00%,"11,111",,
GIB,GROUPE CGI INC,CL A SUB VTG,39945C109,"2,186",0.00%,"37,923",,
USB,US BANCORP DEL,COM NEW,902973304,"2,161",0.00%,"42,794",,
PX,PRAXAIR INC,COM,74005P104,"2,117",0.00%,"14,668",,
RPM,RPM INTL INC,COM,749685103,"2,044",0.00%,"42,878",,
C,CITIGROUP INC,COM NEW,172967424,"2,036",0.00%,"30,163",,
MAN,MANPOWERGROUP INC,COM,56418H100,"2,024",0.00%,"17,589",,
TSS,TOTAL SYS SVCS INC,COM,891906109,"2,020",0.00%,"23,414",,
OXY,OCCIDENTAL PETE CORP DEL,COM,674599105,"2,019",0.00%,"31,077",,
IMO.TO,IMPERIAL OIL LTD,COM NEW,453038408,"2,005",0.00%,"75,772",,
NYCB,NEW YORK CMNTY BANCORP INC,COM,649445103,"2,000",0.00%,"153,454",,
ABX.TO,BARRICK GOLD CORP,COM,67901108,"1,965",0.00%,"157,876",,
MTD,METTLER TOLEDO INTERNATIONAL,COM,592688105,"1,965",0.00%,"3,418",,
PM,PHILIP MORRIS INTL INC,COM,718172109,"1,959",0.00%,"19,711",,
NEM,NEWMONT MINING CORP,COM,651639106,"1,908",0.00%,"48,842",,
RCI-B.TO,ROGERS COMMUNICATIONS INC,CL B,775109200,"1,879",0.00%,"42,094",,
RJF,RAYMOND JAMES FINANCIAL INC,COM,754730109,"1,858",0.00%,"20,785",,
BAC,BANK AMER CORP,COM,60505104,"1,823",0.00%,"60,799",,
SJM,SMUCKER J M CO,COM NEW,832696405,"1,811",0.00%,"14,604",,
UNM,UNUM GROUP,COM,91529Y106,"1,793",0.00%,"37,660",,
MPC,MARATHON PETE CORP,COM,56585A102,"1,788",0.00%,"24,453",,
WAT,WATERS CORP,COM,941848103,"1,786",0.00%,"8,993",,
IT,GARTNER INC,COM,366651107,"1,768",0.00%,"15,034",,
VMC,VULCAN MATLS CO,COM,929160109,"1,747",0.00%,"15,301",,
TAP,MOLSON COORS BREWING CO,CL B,60871R209,"1,740",0.00%,"23,099",,
FTNT,FORTINET INC,COM,3.50E+113,"1,728",0.00%,"32,257",,
JKHY,HENRY JACK & ASSOC INC,COM,426281101,"1,727",0.00%,"14,277",,
CVLT,COMMVAULT SYSTEMS INC,COM,204166102,"1,715",0.00%,"29,981",,
EIX,EDISON INTL,COM,281020107,"1,710",0.00%,"26,861",,
PRU,PRUDENTIAL FINL INC,COM,744320102,"1,707",0.00%,"16,484",,
SNPS,SYNOPSYS INC,COM,871607107,"1,707",0.00%,"20,509",,
CTRA,CABOT OIL & GAS CORP,COM,127097103,"1,705",0.00%,"71,116",,
QSR,RESTAURANT BRANDS INTL INC,COM,76131D103,"1,674",0.00%,"29,444",,
PBCT,PEOPLES UNITED FINANCIAL INC,COM,712704105,"1,667",0.00%,"89,342",,
SCCO,SOUTHERN COPPER CORP,COM,84265V105,"1,665",0.00%,"30,722",,
ECL,ECOLAB INC,COM,278865100,"1,659",0.00%,"12,103",,
ELV,ANTHEM INC,COM,36752103,"1,646",0.00%,"7,493",,
PPG,PPG INDS INC,COM,693506107,"1,637",0.00%,"14,666",,
AMCX,AMC NETWORKS INC,CL A,00164V103,"1,619",0.00%,"31,318",,
FTS.TO,FORTIS INC,COM,349553107,"1,615",0.00%,"47,889",,
ARE,ALEXANDRIA REAL ESTATE EQ IN,COM,15271109,"1,584",0.00%,"12,680",,
BKI,BLACK KNIGHT INC,COM,09215C105,"1,576",0.00%,"33,453",,
AGCO,AGCO CORP,COM,1084102,"1,568",0.00%,"24,172",,
JEF,LEUCADIA NATL CORP,COM,527288104,"1,555",0.00%,"68,427",,
TFC,BB&T CORP,COM,54937107,"1,547",0.00%,"29,719",,
GPN,GLOBAL PMTS INC,COM,37940X102,"1,547",0.00%,"13,871",,
FISV,FISERV INC,COM,337738108,"1,546",0.00%,"21,686",,
PPL.TO,PEMBINA PIPELINE CORP,COM,706327103,"1,541",0.00%,"49,415",,
ROK,ROCKWELL AUTOMATION INC,COM,773903109,"1,540",0.00%,"8,841",,
JPM,JPMORGAN CHASE & CO,COM,46625H100,"1,531",0.00%,"13,924",,
IRM,IRON MTN INC NEW,COM,46284V101,"1,525",0.00%,"46,415",,
CACI,CACI INTL INC,CL A,127190304,"1,510",0.00%,"9,979",,
RF,REGIONS FINL CORP NEW,COM,7591EP100,"1,507",0.00%,"81,087",,
KEY,KEYCORP NEW,COM,493267108,"1,495",0.00%,"76,489",,
WTW,WILLIS TOWERS WATSON PUB LTD,SHS,G96629103,"1,494",0.00%,"9,819",,
K.TO,KINROSS GOLD CORP,COM NO PAR,496902404,"1,492",0.00%,"377,957",,
PTR,PETROCHINA CO LTD,SPONSORED ADR,7.16E+104,"1,488",0.00%,"21,342",,
PKI,PERKINELMER INC,COM,714046109,"1,477",0.00%,"19,512",,
TNL,WYNDHAM WORLDWIDE CORP,COM,98310W108,"1,445",0.00%,"12,626",,
STLD,STEEL DYNAMICS INC,COM,858119100,"1,441",0.00%,"32,580",,
ATR,APTARGROUP INC,COM,38336103,"1,428",0.00%,"15,902",,
OI,OWENS ILL INC,COM NEW,690768403,"1,425",0.00%,"65,808",,
CHH,CHOICE HOTELS INTL INC,COM,169905106,"1,423",0.00%,"17,759",,
BALL,BALL CORP,COM,58498106,"1,404",0.00%,"35,352",,
CCK,CROWN HOLDINGS INC,COM,228368106,"1,401",0.00%,"27,609",,
COF,CAPITAL ONE FINL CORP,COM,14040H105,"1,386",0.00%,"14,462",,
,RANDGOLD RES LTD,ADR,752344309,"1,376",0.00%,"16,530",,
FBIN,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,"1,365",0.00%,"23,185",,
PNC,PNC FINL SVCS GROUP INC,COM,693475105,"1,361",0.00%,"9,000",,
OVV,ENCANA CORP,COM,292505104,"1,349",0.00%,"122,764",,
LPT,LIBERTY PPTY TR,SH BEN INT,531172104,"1,339",0.00%,"33,698",,
SBNY,SIGNATURE BK NEW YORK N Y,COM,82669G104,"1,322",0.00%,"9,312",,
CRL,CHARLES RIV LABS INTL INC,COM,159864107,"1,307",0.00%,"12,245",,
APC,ANADARKO PETE CORP,COM,32511107,"1,304",0.00%,"21,579",,
DFS,DISCOVER FINL SVCS,COM,254709108,"1,302",0.00%,"18,104",,
GL,TORCHMARK CORP,COM,891027104,"1,295",0.00%,"15,384",,
TECH,BIO TECHNE CORP,COM,09073M104,"1,294",0.00%,"8,567",,
BF-B,BROWN FORMAN CORP,CL B,115637209,"1,283",0.00%,"23,586",,
LAMR,LAMAR ADVERTISING CO NEW,CL A,512816109,"1,281",0.00%,"20,126",,
ITW,ILLINOIS TOOL WKS INC,COM,452308109,"1,279",0.00%,"8,164",,
NWL,NEWELL BRANDS INC,COM,651229106,"1,265",0.00%,"49,655",,
FRT,FEDERAL REALTY INVT TR,SH BEN INT NEW,313747206,"1,239",0.00%,"10,667",,
SGEN,SEATTLE GENETICS INC,COM,812578102,"1,228",0.00%,"23,470",,
UNH,UNITEDHEALTH GROUP INC,COM,91324P102,"1,200",0.00%,"5,609",,
PXD,PIONEER NAT RES CO,COM,723787107,"1,173",0.00%,"6,826",,
TOC,THOMSON REUTERS CORP,COM,884903105,"1,168",0.00%,"30,238",,
TRMB,TRIMBLE INC,COM,896239100,"1,155",0.00%,"32,181",,
ZION,ZIONS BANCORPORATION,COM,989701107,"1,139",0.00%,"21,603",,
NUE,NUCOR CORP,COM,670346105,"1,123",0.00%,"18,390",,
PWR,QUANTA SVCS INC,COM,7.48E+106,"1,113",0.00%,"32,398",,
DLX,DELUXE CORP,COM,248019101,"1,112",0.00%,"15,019",,
NWSA,NEWS CORP NEW,CL A,65249B109,"1,104",0.00%,"69,845",,
CVE.TO,CENOVUS ENERGY INC,COM,15135U109,"1,100",0.00%,"129,279",,
MORN,MORNINGSTAR INC,COM,617700109,"1,089",0.00%,"11,403",,
WLY,WILEY JOHN & SONS INC,CL A,968223206,"1,088",0.00%,"17,075",,
OC,OWENS CORNING NEW,COM,690742101,"1,080",0.00%,"13,433",,
CMA,COMERICA INC,COM,200340107,"1,067",0.00%,"11,126",,
IDXX,IDEXX LABS INC,COM,45168D104,"1,052",0.00%,"5,495",,
MTB,M & T BK CORP,COM,55261F104,"1,033",0.00%,"5,604",,
PGR,PROGRESSIVE CORP OHIO,COM,743315103,"1,032",0.00%,"16,930",,
PFG,PRINCIPAL FINL GROUP INC,COM,74251V102,"1,012",0.00%,"16,622",,
WRK,WESTROCK CO,COM,96145D105,995,0.00%,"15,501",,
CFR,CULLEN FROST BANKERS INC,COM,229899109,983,0.00%,"9,270",,
ALGN,ALIGN TECHNOLOGY INC,COM,16255101,975,0.00%,"3,881",,
PKG,PACKAGING CORP AMER,COM,695156109,972,0.00%,"8,621",,
FITB,FIFTH THIRD BANCORP,COM,316773100,969,0.00%,"30,505",,
HBAN,HUNTINGTON BANCSHARES INC,COM,446150104,957,0.00%,"63,352",,
RMD,RESMED INC,COM,761152107,948,0.00%,"9,632",,
HSIC,SCHEIN HENRY INC,COM,806407102,940,0.00%,"13,980",,
,STERIS PLC,SHS USD,G84720104,939,0.00%,"10,060",,
THC,TENET HEALTHCARE CORP,COM NEW,88033G407,937,0.00%,"38,658",,
HRC,HILL ROM HLDGS INC,COM,431475102,936,0.00%,"10,759",,
AMP,AMERIPRISE FINL INC,COM,03076C106,934,0.00%,"6,311",,
BRKR,BRUKER CORP,COM,116794108,932,0.00%,"31,137",,
PDCO,PATTERSON COMPANIES INC,COM,703395103,921,0.00%,"41,438",,
EXR,EXTRA SPACE STORAGE INC,COM,30225T102,918,0.00%,"10,508",,
STI,SUNTRUST BKS INC,COM,867914103,915,0.00%,"13,454",,
LPNT,LIFEPOINT HEALTH INC,COM,53219L109,905,0.00%,"19,252",,
BIO,BIO RAD LABS INC,CL A,90572207,903,0.00%,"3,609",,
CXO,CONCHO RES INC,COM,20605P101,899,0.00%,"5,980",,
,ALLEGHANY CORP DEL,COM,17175100,897,0.00%,"1,460",,
GIL.TO,GILDAN ACTIVEWEAR INC,COM,375916103,893,0.00%,"30,931",,
SCI,SERVICE CORP INTL,COM,817565104,891,0.00%,"23,622",,
TSCO,TRACTOR SUPPLY CO,COM,892356106,887,0.00%,"14,075",,
YRI.TO,YAMANA GOLD INC,COM,98462Y100,887,0.00%,"321,198",,
KBR,KBR INC,COM,48242W106,885,0.00%,"54,667",,
ALLE,ALLEGION PUB LTD CO,ORD SHS,G0176J109,884,0.00%,"10,370",,
MKC,MCCORMICK & CO INC,COM NON VTG,579780206,884,0.00%,"8,309",,
TPH,TRI POINTE GROUP INC,COM,87265H109,882,0.00%,"53,704",,
,CONTINENTAL RESOURCES INC,COM,212015101,872,0.00%,"14,795",,
LII,LENNOX INTL INC,COM,526107107,872,0.00%,"4,268",,
AJG,GALLAGHER ARTHUR J & CO,COM,363576109,862,0.00%,"12,538",,
EXC,EXELON CORP,COM,30161N101,847,0.00%,"21,713",,
AFL,AFLAC INC,COM,1055102,841,0.00%,"19,213",,
UDR,UDR INC,COM,902653104,839,0.00%,"23,559",,
IEX,IDEX CORP,COM,45167R104,838,0.00%,"5,881",,
BB.TO,BLACKBERRY LTD,COM,09228F103,835,0.00%,"72,721",,
WCG,WELLCARE HEALTH PLANS INC,COM,94946T106,835,0.00%,"4,312",,
NVR,NVR INC,COM,62944T105,832,0.00%,297,,
SNA,SNAP ON INC,COM,833034101,831,0.00%,"5,631",,
HON,HONEYWELL INTL INC,COM,438516106,827,0.00%,"5,720",,
MET,METLIFE INC,COM,59156R108,818,0.00%,"17,815",,
FLS,FLOWSERVE CORP,COM,34354P105,815,0.00%,"18,819",,
RRX,REGAL BELOIT CORP,COM,758750103,815,0.00%,"11,105",,
MSM,MSC INDL DIRECT INC,CL A,553530106,808,0.00%,"8,812",,
O,REALTY INCOME CORP,COM,756109104,805,0.00%,"15,557",,
OSK,OSHKOSH CORP,COM,688239201,802,0.00%,"10,380",,
DCI,DONALDSON INC,COM,257651109,798,0.00%,"17,718",,
CFX,COLFAX CORP,COM,194014106,797,0.00%,"24,985",,
TTC,TORO CO,COM,891092108,797,0.00%,"12,764",,
WPG,WASHINGTON PRIME GROUP NEW,COM,93964W108,797,0.00%,"119,450",,
CR,CRANE CO,COM,224399105,795,0.00%,"8,570",,
GGG,GRACO INC,COM,384109104,794,0.00%,"17,371",,
VMI,VALMONT INDS INC,COM,920253101,794,0.00%,"5,430",,
JLL,JONES LANG LASALLE INC,COM,48020Q107,789,0.00%,"4,516",,
,DUKE REALTY CORP,COM NEW,264411505,787,0.00%,"29,739",,
NNN,NATIONAL RETAIL PPTYS INC,COM,637417106,787,0.00%,"20,049",,
SJR-B.TO,SHAW COMMUNICATIONS INC,CL B CONV,82028K200,787,0.00%,"40,871",,
STWD,STARWOOD PPTY TR INC,COM,85571B105,787,0.00%,"37,573",,
SITC,DDR CORP,COM,23317H102,786,0.00%,"107,166",,
SVC,HOSPITALITY PPTYS TR,COM SH BEN INT,44106M102,786,0.00%,"31,001",,
AYI,ACUITY BRANDS INC,COM,00508Y102,785,0.00%,"5,640",,
CPT,CAMDEN PPTY TR,SH BEN INT,133131102,785,0.00%,"9,328",,
GATX,GATX CORP,COM,361448103,785,0.00%,"11,455",,
DLR,DIGITAL RLTY TR INC,COM,253868103,784,0.00%,"7,440",,
ACC,AMERICAN CAMPUS CMNTYS INC,COM,24835100,783,0.00%,"20,262",,
,APARTMENT INVT & MGMT CO,CL A,03748R101,783,0.00%,"19,204",,
