"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","7,017","0.1%","120,857","",""
"CNP","CENTERPOINT ENERGY INC","COM","15189T107","6,957","0.1%","230,529","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","6,733","0.1%","148,203","",""
"EMR","EMERSON ELEC CO","COM","291011104","6,446","0.1%","96,413","",""
"TRI.TO","THOMSON REUTERS CORP","COM NEW","884903709","6,148","0.1%","91,921","",""
"ORCL","ORACLE CORP","COM","68389X105","6,117","0.1%","111,155","",""
"FDX","FEDEX CORP","COM","31428X106","6,098","0.1%","41,891","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","6,053","0.1%","11,210","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","6,052","0.1%","112,870","",""
"EDU","NEW ORIENTAL ED & TECH GRP I","SPON ADR","647581107","5,874","0.1%","53,030","",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","COM","962879102","5,874","0.1%","223,850","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","5,851","0.1%","177,185","",""
"CSX","CSX CORP","COM","126408103","5,833","0.1%","84,212","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","5,812","0.1%","156,702","",""
"FTS.TO","FORTIS INC","COM","349553107","5,776","0.1%","136,548","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","5,746","0.1%","48,583","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","5,632","0.0%","79,156","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","5,596","0.0%","114,817","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","5,465","0.0%","32,260","",""
"META","FACEBOOK INC","CL A","30303M102","5,309","0.0%","29,811","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","5,305","0.0%","32,865","",""
"EOG","EOG RES INC","COM","26875P101","5,231","0.0%","70,478","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","4,925","0.0%","199,008","",""
"MG.TO","MAGNA INTL INC","COM","559222401","4,921","0.0%","92,256","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COM","00971T101","4,853","0.0%","53,107","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","4,835","0.0%","52,595","",""
"NVDA","NVIDIA CORP","COM","67066G104","4,741","0.0%","27,239","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","4,677","0.0%","19,248","",""
"MMM","3M CO","COM","88579Y101","4,579","0.0%","27,853","",""
"GIS","GENERAL MLS INC","COM","370334104","4,398","0.0%","79,781","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","4,061","0.0%","41,516","",""
"V","VISA INC","COM CL A","92826C839","4,034","0.0%","23,455","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","4,030","0.0%","118,291","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","4,011","0.0%","20,161","",""
"ATHM","AUTOHOME INC","SP ADR RP CL A","05278C107","3,990","0.0%","47,993","",""
"TCOM","CTRIP COM INTL LTD","SPONSORED ADS","22943F100","3,916","0.0%","133,692","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","3,901","0.0%","157,612","",""
"APTV","APTIV PLC","SHS","G6095L109","3,875","0.0%","44,326","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","3,786","0.0%","403,281","",""
"ETN","EATON CORP PLC","SHS","G29183103","3,740","0.0%","44,984","",""
"0A2S.IL","PINDUODUO INC","SPONSORED ADS","722304102","3,690","0.0%","114,520","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","3,572","0.0%","220,198","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","3,498","0.0%","29,586","",""
"CVI","CVR ENERGY INC","COM","12662P108","3,484","0.0%","79,121","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","3,430","0.0%","23,587","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","3,428","0.0%","100,106","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","3,419","0.0%","4,068","",""
"CSCO","CISCO SYS INC","COM","17275R102","3,404","0.0%","68,892","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","3,366","0.0%","129,161","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","3,365","0.0%","13,735","",""
"TRIP","TRIPADVISOR INC","COM","896945201","3,184","0.0%","82,306","",""
"PSX","PHILLIPS 66","COM","718546104","2,994","0.0%","29,236","",""
"K.TO","KINROSS GOLD CORP","COM","496902404","2,943","0.0%","638,788","",""
"RCL","ROYAL CARIBBEAN CRUISES LTD","COM","V7780T103","2,870","0.0%","26,490","",""
"HST","HOST HOTELS & RESORTS INC","COM","44107P104","2,814","0.0%","162,752","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","2,758","0.0%","51,058","",""
"NUE","NUCOR CORP","COM","670346105","2,732","0.0%","53,658","",""
"GIL.TO","GILDAN ACTIVEWEAR INC","COM","375916103","2,677","0.0%","75,369","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","2,666","0.0%","86,594","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","2,604","0.0%","132,460","",""
"OTEX","OPEN TEXT CORP","COM","683715106","2,592","0.0%","63,508","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","2,550","0.0%","42,308","",""
"BHC","BAUSCH HEALTH COS INC","COM","071734107","2,519","0.0%","115,412","",""
"BHP","BHP GROUP LTD","SPONSORED ADS","088606108","2,368","0.0%","47,952","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","2,364","0.0%","45,390","",""
"VALE","VALE S A","SPONSORED ADS","91912E105","2,355","0.0%","204,821","",""
"CVX","CHEVRON CORP NEW","COM","166764100","2,342","0.0%","19,745","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","2,341","0.0%","33,155","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","2,328","0.0%","160,868","",""
"BP","BP PLC","SPONSORED ADR","055622104","2,324","0.0%","61,172","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","2,306","0.0%","16,892","",""
"CMI","CUMMINS INC","COM","231021106","2,209","0.0%","13,582","",""
"VMW","VMWARE INC","CL A COM","928563402","2,140","0.0%","14,260","",""
"KO","COCA COLA CO","COM","191216100","2,125","0.0%","39,025","",""
"NVR","NVR INC","COM","62944T105","2,115","0.0%","569","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","2,107","0.0%","9,581","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","2,084","0.0%","76,101","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","2,077","0.0%","60,841","",""
"AMTD","TD AMERITRADE HLDG CORP","COM","87236Y108","2,052","0.0%","43,946","",""
"0LQ0.IL","VIPSHOP HLDGS LTD","SPONSORED ADS A","92763W103","1,898","0.0%","212,793","",""
"MOMO","MOMO INC","ADR","60879B107","1,889","0.0%","60,964","",""
"AAPL","APPLE INC","COM","037833100","1,861","0.0%","8,311","",""
"OVV","ENCANA CORP","COM","292505104","1,814","0.0%","395,716","",""
"KR","KROGER CO","COM","501044101","1,783","0.0%","69,154","",""
"TXT","TEXTRON INC","COM","883203101","1,770","0.0%","36,145","",""
"CAT","CATERPILLAR INC DEL","COM","149123101","1,731","0.0%","13,704","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","CL A","78410G104","1,731","0.0%","7,177","",""
"RGLD","ROYAL GOLD INC","COM","780287108","1,644","0.0%","13,347","",""
"KL","KIRKLAND LAKE GOLD LTD","COM","49741E100","1,578","0.0%","35,208","",""
"IRM","IRON MTN INC NEW","COM","46284V101","1,570","0.0%","48,484","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","1,555","0.0%","3,986","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","1,529","0.0%","20,802","",""
"SWK","STANLEY BLACK & DECKER INC","COM","854502101","1,510","0.0%","10,453","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","1,495","0.0%","37,309","",""
"EFX","EQUIFAX INC","COM","294429105","1,483","0.0%","10,539","",""
"PXD","PIONEER NAT RES CO","COM","723787107","1,473","0.0%","11,712","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,469","0.0%","154,617","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","1,334","0.0%","73,030","",""
"TOL","TOLL BROTHERS INC","COM","889478103","1,317","0.0%","32,074","",""
"NLY","ANNALY CAP MGMT INC","COM","035710409","1,306","0.0%","148,372","",""
"TXN","TEXAS INSTRS INC","COM","882508104","1,191","0.0%","9,212","",""
"JOBS","51JOB INC","SPONSORED ADS","316827104","1,165","0.0%","15,747","",""
"LOW","LOWES COS INC","COM","548661107","1,110","0.0%","10,091","",""
"FISV","FISERV INC","COM","337738108","1,095","0.0%","10,569","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","1,081","0.0%","26,571","",""
"VRSN","VERISIGN INC","COM","92343E102","1,070","0.0%","5,670","",""
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","998","0.0%","15,098","",""
"SINA","SINA CORP","ORD","G81477104","992","0.0%","25,319","",""
"IDXX","IDEXX LABS INC","COM","45168D104","991","0.0%","3,646","",""
"BB.TO","BLACKBERRY LTD","COM","09228F103","944","0.0%","180,009","",""
"EXR","EXTRA SPACE STORAGE INC","COM","30225T102","924","0.0%","7,907","",""
"LLY","LILLY ELI & CO","COM","532457108","910","0.0%","8,135","",""
"F","FORD MTR CO DEL","COM","345370860","899","0.0%","98,104","",""
"RS","RELIANCE STEEL & ALUMINUM CO","COM","759509102","874","0.0%","8,771","",""
"HES","HESS CORP","COM","42809H107","864","0.0%","14,281","",""
"CHH","CHOICE HOTELS INTL INC","COM","169905106","851","0.0%","9,571","",""
"H","HYATT HOTELS CORP","COM CL A","448579102","843","0.0%","11,447","",""
"YY","YY INC","SPONSORED ADS A","98426T106","841","0.0%","14,961","",""
"GM","GENERAL MTRS CO","COM","37045V100","801","0.0%","21,364","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","792","0.0%","185,233","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","765","0.0%","59,914","",""
"EAT","BRINKER INTL INC","COM","109641100","758","0.0%","17,755","",""
"FANG","DIAMONDBACK ENERGY INC","COM","25278X109","709","0.0%","7,891","",""
"ALK","ALASKA AIR GROUP INC","COM","011659109","696","0.0%","10,716","",""
"GFI","GOLD FIELDS LTD NEW","SPONSORED ADR","38059T106","694","0.0%","141,157","",""
"CXO","CONCHO RES INC","COM","20605P101","690","0.0%","10,161","",""
"AMCX","AMC NETWORKS INC","CL A","00164V103","679","0.0%","13,820","",""
"MRK","MERCK & CO INC","COM","58933Y105","664","0.0%","7,891","",""
"LEA","LEAR CORP","COM NEW","521865204","648","0.0%","5,494","",""
"SBSW","SIBANYE STILLWATER","SPONSORED ADR","825724206","616","0.0%","114,050","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","610","0.0%","191,946","",""
"PLD","PROLOGIS INC","COM","74340W103","605","0.0%","7,102","",""
"JEF","JEFFERIES FINL GROUP INC","COM","47233W109","592","0.0%","32,169","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","590","0.0%","3,968","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","581","0.0%","1,629","",""
"PAAS.TO","PAN AMERICAN SILVER CORP","COM","697900108","580","0.0%","37,009","",""
"VAR","VARIAN MED SYS INC","COM","92220P105","573","0.0%","4,809","",""
"GPC","GENUINE PARTS CO","COM","372460105","566","0.0%","5,679","",""
"J","JACOBS ENGR GROUP INC","COM","469814107","566","0.0%","6,181","",""
"ALLE","ALLEGION PUB LTD CO","ORD SHS","G0176J109","561","0.0%","5,413","",""
"TPH","TRI POINTE GROUP INC","COM","87265H109","559","0.0%","37,147","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","558","0.0%","34,612","",""
"BTO.TO","B2GOLD CORP","COM","11777Q209","556","0.0%","170,945","",""
"PWR","QUANTA SVCS INC","COM","74762E102","550","0.0%","14,550","",""
"LII","LENNOX INTL INC","COM","526107107","543","0.0%","2,234","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","539","0.0%","9,849","",""
"NBL","NOBLE ENERGY INC","COM","655044105","529","0.0%","23,557","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","523","0.0%","2,139","",""
"CAKE","CHEESECAKE FACTORY INC","COM","163072101","521","0.0%","12,507","",""
"LAMR","LAMAR ADVERTISING CO NEW","CL A","512816109","511","0.0%","6,231","",""
"KBR","KBR INC","COM","48242W106","510","0.0%","20,797","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","507","0.0%","8,796","",""
"RHI","ROBERT HALF INTL INC","COM","770323103","493","0.0%","8,862","",""
"ANSS","ANSYS INC","COM","03662Q105","489","0.0%","2,210","",""
"JKHY","HENRY JACK & ASSOC INC","COM","426281101","486","0.0%","3,328","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","484","0.0%","4,375","",""
"PTC","PTC INC","COM","69370C100","472","0.0%","6,918","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","471","0.0%","22,070","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","470","0.0%","6,912","",""
"WLK","WESTLAKE CHEM CORP","COM","960413102","467","0.0%","7,134","",""
"SNPS","SYNOPSYS INC","COM","871607107","464","0.0%","3,381","",""
"CVLT","COMMVAULT SYSTEMS INC","COM","204166102","463","0.0%","10,366","",""
"HBI","HANESBRANDS INC","COM","410345102","460","0.0%","30,049","",""
"FTNT","FORTINET INC","COM","34959E109","454","0.0%","5,911","",""
"CRL","CHARLES RIV LABS INTL INC","COM","159864107","451","0.0%","3,406","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","450","0.0%","18,690","",""
"ULTA","ULTA BEAUTY INC","COM","90384S303","445","0.0%","1,776","",""
"APA","APACHE CORP","COM","037411105","435","0.0%","16,979","",""
"LEG","LEGGETT & PLATT INC","COM","524660107","428","0.0%","10,450","",""
"SNA","SNAP ON INC","COM","833034101","418","0.0%","2,668","",""
"APH","AMPHENOL CORP NEW","CL A","032095101","414","0.0%","4,289","",""
"TECH","BIO TECHNE CORP","COM","09073M104","413","0.0%","2,110","",""
"PVG","PRETIUM RES INC","COM","74139C102","360","0.0%","31,285","",""
"DLX","DELUXE CORP","COM","248019101","355","0.0%","7,218","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","348","0.0%","7,768","",""
"BALL","BALL CORP","COM","058498106","347","0.0%","4,766","",""
"NWSA","NEWS CORP NEW","CL A","65249B109","342","0.0%","24,549","",""
"OI","OWENS ILL INC","COM NEW","690768403","338","0.0%","32,952","",""
"MORN","MORNINGSTAR INC","COM","617700109","336","0.0%","2,297","",""
"BKI","BLACK KNIGHT INC","COM","09215C105","327","0.0%","5,349","",""
"ATR","APTARGROUP INC","COM","038336103","325","0.0%","2,745","",""
"WLY","WILEY JOHN & SONS INC","CL A","968223206","322","0.0%","7,317","",""
"ATI","ALLEGHENY TECHNOLOGIES INC","COM","01741R102","321","0.0%","15,861","",""
"GPN","GLOBAL PMTS INC","COM","37940X102","316","0.0%","1,988","",""
"STLD","STEEL DYNAMICS INC","COM","858119100","314","0.0%","10,536","",""
"SSRM.TO","SSR MNG INC","COM","784730103","313","0.0%","21,524","",""
"IT","GARTNER INC","COM","366651107","309","0.0%","2,159","",""
"CACI","CACI INTL INC","CL A","127190304","304","0.0%","1,314","",""
"WUBA","58 COM INC","SPON ADR REP A","31680Q104","302","0.0%","6,133","",""
"HCM","HUTCHISON CHINA MEDITECH LTD","SPONSORED ADR","44842L103","294","0.0%","16,498","",""
"HOG","HARLEY DAVIDSON INC","COM","412822108","290","0.0%","8,054","",""
"AWK","AMERICAN WTR WKS CO INC NEW","COM","030420103","280","0.0%","2,254","",""
"IMG.TO","IAMGOLD CORP","COM","450913108","273","0.0%","79,961","",""
"UFS","DOMTAR CORP","COM NEW","257559203","269","0.0%","7,519","",""
"CRI","CARTERS INC","COM","146229109","264","0.0%","2,892","",""
"PCH","POTLATCHDELTIC CORPORATION","COM","737630103","260","0.0%","6,333","",""
"LEN","LENNAR CORP","CL A","526057104","259","0.0%","4,635","",""
"PKG","PACKAGING CORP AMER","COM","695156109","251","0.0%","2,369","",""
"WRK","WESTROCK CO","COM","96145D105","249","0.0%","6,840","",""
"SON","SONOCO PRODS CO","COM","835495102","246","0.0%","4,231","",""
"BZUN","BAOZUN INC","SPONSORED ADR","06684L103","244","0.0%","5,724","",""
"COLM","COLUMBIA SPORTSWEAR CO","COM","198516106","241","0.0%","2,487","",""
"NOAH","NOAH HLDGS LTD","SPON ADS CL A","65487X102","222","0.0%","7,589","",""
"THO","THOR INDS INC","COM","885160101","221","0.0%","3,898","",""
