"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"BZ","KANZHUN LIMITED","SPONSORED ADS","48553T106","29,334","0.1%","1,177,610","",""
"AMAT","APPLIED MATLS INC","COM","038222105","29,202","0.1%","221,565","",""
"TAP","MOLSON COORS BEVERAGE CO","CL B","60871R209","28,904","0.1%","541,468","",""
"DIS","DISNEY WALT CO","COM","254687106","28,746","0.1%","209,577","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","28,731","0.1%","398,322","",""
"LOW","LOWES COS INC","COM","548661107","28,517","0.1%","141,039","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","28,127","0.1%","1,099,588","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","28,017","0.1%","183,477","",""
"NEE","NEXTERA ENERGY INC","COM","65339F101","28,007","0.1%","330,620","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","27,807","0.1%","708,456","",""
"PODD","INSULET CORP","COM","45784P101","27,626","0.1%","103,704","",""
"MS","MORGAN STANLEY","COM NEW","617446448","27,496","0.1%","314,602","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","27,073","0.1%","412,884","",""
"DOW","DOW INC","COM","260557103","26,967","0.1%","423,204","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","26,566","0.1%","315,103","",""
"APH","AMPHENOL CORP NEW","CL A","032095101","26,287","0.1%","348,869","",""
"TEL","TE CONNECTIVITY LTD","SHS","H84989104","25,137","0.1%","191,912","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","24,973","0.1%","416,844","",""
"DD","DUPONT DE NEMOURS INC","COM","26614N102","24,852","0.1%","337,760","",""
"FTNT","FORTINET INC","COM","34959E109","24,546","0.1%","71,826","",""
"DE","DEERE & CO","COM","244199105","24,536","0.1%","59,058","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","24,263","0.1%","735,451","",""
"CI","CIGNA CORP NEW","COM","125523100","24,244","0.1%","101,181","",""
"AFL","AFLAC INC","COM","001055102","24,187","0.1%","375,626","",""
"A","AGILENT TECHNOLOGIES INC","COM","00846U101","23,799","0.1%","179,849","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","23,632","0.1%","97,574","",""
"GLW","CORNING INC","COM","219350105","23,624","0.1%","640,037","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","23,408","0.1%","171,037","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","23,187","0.1%","408,950","",""
"PGR","PROGRESSIVE CORP","COM","743315103","23,127","0.1%","202,885","",""
"APTV","APTIV PLC","SHS","G6095L109","22,556","0.1%","188,418","",""
"CTVA","CORTEVA INC","COM","22052L104","22,525","0.1%","391,877","",""
"EOG","EOG RES INC","COM","26875P101","22,455","0.1%","188,335","",""
"ABMD","ABIOMED INC","COM","003654100","22,151","0.1%","66,872","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","21,959","0.1%","49,748","",""
"BFAM","BRIGHT HORIZONS FAM SOL IN D","COM","109194100","21,850","0.1%","164,672","",""
"C","CITIGROUP INC","COM NEW","172967424","21,421","0.1%","401,147","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","21,388","0.1%","550,249","",""
"MSFT","MICROSOFT CORP","COM","594918104","21,387","0.1%","69,367","",""
"ADI","ANALOG DEVICES INC","COM","032654105","21,301","0.1%","128,959","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","20,980","0.1%","426,257","",""
"LEN","LENNAR CORP","CL A","526057104","20,933","0.1%","257,893","",""
"GD","GENERAL DYNAMICS CORP","COM","369550108","20,905","0.1%","86,678","",""
"PPG","PPG INDS INC","COM","693506107","20,858","0.1%","159,140","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","20,513","0.1%","129,421","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","20,498","0.1%","183,575","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","20,399","0.1%","2,266,609","",""
"DIDI","DIDI GLOBAL INC","SPONSORED ADS","23292E108","20,375","0.1%","8,149,902","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","20,369","0.1%","68,196","",""
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","20,295","0.1%","123,405","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","20,271","0.1%","245,396","",""
"PLD","PROLOGIS INC.","COM","74340W103","20,236","0.1%","125,315","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","20,220","0.1%","61,253","",""
"TXN","TEXAS INSTRS INC","COM","882508104","20,030","0.1%","109,169","",""
"MO","ALTRIA GROUP INC","COM","02209S103","19,963","0.1%","382,075","",""
"LEGN","LEGEND BIOTECH CORP","SPONSORED ADS","52490G102","19,740","0.1%","543,206","",""
"SO","SOUTHERN CO","COM","842587107","19,504","0.1%","268,983","",""
"CASY","CASEYS GEN STORES INC","COM","147528103","19,437","0.1%","98,083","",""
"HSIC","HENRY SCHEIN INC","COM","806407102","19,185","0.1%","220,037","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","19,147","0.1%","322,072","",""
"INSP","INSPIRE MED SYS INC","COM","457730109","19,098","0.1%","74,402","",""
"DHI","D R HORTON INC","COM","23331A109","19,015","0.1%","255,204","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","18,728","0.1%","51,278","",""
"VMW","VMWARE INC","CL A COM","928563402","18,429","0.1%","161,840","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","18,157","0.1%","33,774","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","18,125","0.1%","134,999","",""
"EQR","EQUITY RESIDENTIAL","SH BEN INT","29476L107","18,114","0.1%","201,449","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","17,763","0.1%","78,065","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","17,703","0.1%","84,542","",""
"ELV","ANTHEM INC","COM","036752103","17,422","0.1%","35,467","",""
"CARR","CARRIER GLOBAL CORPORATION","COM","14448C104","17,318","0.1%","377,555","",""
"D","DOMINION ENERGY INC","COM","25746U109","17,256","0.1%","203,080","",""
"HPQ","HP INC","COM","40434L105","17,140","0.1%","472,168","",""
"KEYS","KEYSIGHT TECHNOLOGIES INC","COM","49338L103","16,831","0.1%","106,547","",""
"SLB","SCHLUMBERGER LTD","COM STK","806857108","16,606","0.1%","401,977","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","16,355","0.1%","59,938","",""
"AMD","ADVANCED MICRO DEVICES INC","COM","007903107","16,084","0.1%","147,102","",""
"USB","US BANCORP DEL","COM NEW","902973304","16,041","0.1%","301,811","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","16,031","0.1%","86,915","",""
"MKTX","MARKETAXESS HLDGS INC","COM","57060D108","15,875","0.1%","46,664","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","15,775","0.1%","108,829","",""
"KLAC","KLA CORP","COM NEW","482480100","15,660","0.1%","42,779","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","15,579","0.1%","274,765","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","15,568","0.1%","353,968","",""
"PAYX","PAYCHEX INC","COM","704326107","15,565","0.1%","114,056","",""
"OMCL","OMNICELL COM","COM","68213N109","15,536","0.1%","119,975","",""
"HUM","HUMANA INC","COM","444859102","15,366","0.1%","35,311","",""
"TRV","TRAVELERS COMPANIES INC","COM","89417E109","15,220","0.1%","83,294","",""
"TXRH","TEXAS ROADHOUSE INC","COM","882681109","15,163","0.1%","181,094","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","15,146","0.1%","3,110,046","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","15,062","0.1%","119,061","",""
"DLR","DIGITAL RLTY TR INC","COM","253868103","14,861","0.1%","104,802","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","14,680","0.1%","58,810","",""
"CMI","CUMMINS INC","COM","231021106","14,577","0.1%","71,069","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","14,512","0.1%","58,428","",""
"SRE","SEMPRA","COM","816851109","14,475","0.1%","86,098","",""
"AWK","AMERICAN WTR WKS CO INC NEW","COM","030420103","14,374","0.1%","86,839","",""
"CHGG","CHEGG INC","COM","163092109","14,205","0.1%","391,529","",""
"AEP","AMERICAN ELEC PWR CO INC","COM","025537101","14,188","0.1%","142,208","",""
"MPC","MARATHON PETE CORP","COM","56585A102","14,126","0.1%","165,212","",""
"VFC","V F CORP","COM","918204108","14,125","0.1%","248,410","",""
"NOC","NORTHROP GRUMMAN CORP","COM","666807102","14,010","0.1%","31,326","",""
"NET","CLOUDFLARE INC","CL A COM","18915M107","13,866","0.1%","115,842","",""
"ZS","ZSCALER INC","COM","98980G102","13,720","0.1%","56,865","",""
"PCAR","PACCAR INC","COM","693718108","13,652","0.1%","155,008","",""
"ALL","ALLSTATE CORP","COM","020002101","13,459","0.1%","97,167","",""
"DVA","DAVITA INC","COM","23918K108","13,412","0.1%","118,577","",""
"WTW","WILLIS TOWERS WATSON PLC LTD","SHS","G96629103","13,388","0.1%","56,675","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","13,220","0.1%","114,312","",""
"BALL","BALL CORP","COM","058498106","13,205","0.1%","146,726","",""
"CBOE","CBOE GLOBAL MKTS INC","COM","12503M108","13,186","0.1%","115,242","",""
"AMGN","AMGEN INC","COM","031162100","13,152","0.1%","54,388","",""
"RSG","REPUBLIC SVCS INC","COM","760759100","13,131","0.1%","99,101","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","12,933","0.1%","125,016","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","12,926","0.1%","36,168","",""
"ANSS","ANSYS INC","COM","03662Q105","12,902","0.1%","40,616","",""
"ZBRA","ZEBRA TECHNOLOGIES CORPORATI","CL A","989207105","12,801","0.1%","30,943","",""
"MCHP","MICROCHIP TECHNOLOGY INC.","COM","595017104","12,778","0.1%","170,056","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","12,768","0.1%","285,186","",""
"HELE","HELEN OF TROY LTD","COM","G4388N106","12,748","0.1%","65,094","",""
"IBKR","INTERACTIVE BROKERS GROUP IN","COM CL A","45841N107","12,691","0.1%","192,548","",""
"EXC","EXELON CORP","COM","30161N101","12,515","0.1%","262,758","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","12,481","0.1%","62,161","",""
"ABBV","ABBVIE INC","COM","00287Y109","12,242","0.0%","75,516","",""
"WELL","WELLTOWER INC","COM","95040Q104","12,214","0.0%","127,045","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COM","459506101","12,141","0.0%","92,445","",""
"AVGO","BROADCOM INC","COM","11135F101","12,108","0.0%","19,229","",""
"TJX","TJX COS INC NEW","COM","872540109","12,053","0.0%","198,952","",""
"CHE","CHEMED CORP NEW","COM","16359R103","12,019","0.0%","23,727","",""
"NTAP","NETAPP INC","COM","64110D104","12,016","0.0%","144,774","",""
"TW","TRADEWEB MKTS INC","CL A","892672106","11,962","0.0%","136,132","",""
"SWK","STANLEY BLACK & DECKER INC","COM","854502101","11,955","0.0%","85,522","",""
"EMR","EMERSON ELEC CO","COM","291011104","11,949","0.0%","121,867","",""
"DOCS","DOXIMITY INC","CL A","26622P107","11,937","0.0%","229,155","",""
"CCI","CROWN CASTLE INTL CORP NEW","COM","22822V101","11,936","0.0%","64,659","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","11,925","0.0%","8,684","",""
"ALB","ALBEMARLE CORP","COM","012653101","11,847","0.0%","53,569","",""
"PEN","PENUMBRA INC","COM","70975L107","11,814","0.0%","53,185","",""
"UNP","UNION PAC CORP","COM","907818108","11,777","0.0%","43,107","",""
"PH","PARKER-HANNIFIN CORP","COM","701094104","11,672","0.0%","41,135","",""
"AMH","AMERICAN HOMES 4 RENT","CL A","02665T306","11,646","0.0%","290,927","",""
"","DAQO NEW ENERGY CORP","SPNSRD ADS NEW","23703Q203","11,641","0.0%","281,734","",""
"UAL","UNITED AIRLS HLDGS INC","COM","910047109","11,567","0.0%","249,509","",""
"ADSK","AUTODESK INC","COM","052769106","11,559","0.0%","53,927","",""
"HPE","HEWLETT PACKARD ENTERPRISE C","COM","42824C109","11,490","0.0%","687,620","",""
"OMC","OMNICOM GROUP INC","COM","681919106","11,465","0.0%","135,069","",""
"NVST","ENVISTA HOLDINGS CORPORATION","COM","29415F104","11,375","0.0%","233,517","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","11,296","0.0%","460,175","",""
"NVCR","NOVOCURE LTD","ORD SHS","G6674U108","11,291","0.0%","136,280","",""
"FLO","FLOWERS FOODS INC","COM","343498101","11,232","0.0%","436,878","",""
"MASI","MASIMO CORP","COM","574795100","11,221","0.0%","77,097","",""
"GPC","GENUINE PARTS CO","COM","372460105","11,121","0.0%","88,250","",""
"XEL","XCEL ENERGY INC","COM","98389B100","11,113","0.0%","153,988","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","11,050","0.0%","110,035","",""
"O","REALTY INCOME CORP","COM","756109104","10,964","0.0%","158,204","",""
"NVR","NVR INC","COM","62944T105","10,927","0.0%","2,446","",""
"FRPT","FRESHPET INC","COM","358039105","10,910","0.0%","106,289","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","10,743","0.0%","38,365","",""
"TNDM","TANDEM DIABETES CARE INC","COM NEW","875372203","10,728","0.0%","92,250","",""
"LOPE","GRAND CANYON ED INC","COM","38526M106","10,471","0.0%","107,828","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","10,434","0.0%","275,299","",""
"EHC","ENCOMPASS HEALTH CORP","COM","29261A100","10,419","0.0%","146,519","",""
"TRMB","TRIMBLE INC","COM","896239100","10,348","0.0%","143,439","",""
"DHR","DANAHER CORPORATION","COM","235851102","10,346","0.0%","35,270","",""
"MET","METLIFE INC","COM","59156R108","10,263","0.0%","146,037","",""
"OC","OWENS CORNING NEW","COM","690742101","10,225","0.0%","111,750","",""
"ED","CONSOLIDATED EDISON INC","COM","209115104","10,160","0.0%","107,307","",""
"UI","UBIQUITI INC","COM","90353W103","10,124","0.0%","34,771","",""
"SAFM","SANDERSON FARMS INC","COM","800013104","10,110","0.0%","53,921","",""
"SWAV","SHOCKWAVE MED INC","COM","82489T104","10,030","0.0%","48,371","",""
"GM","GENERAL MTRS CO","COM","37045V100","10,022","0.0%","229,138","",""
"POOL","POOL CORP","COM","73278L105","9,957","0.0%","23,547","",""
"SFM","SPROUTS FMRS MKT INC","COM","85208M102","9,948","0.0%","311,067","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","9,910","0.0%","159,896","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","9,866","0.0%","75,150","",""
"GPN","GLOBAL PMTS INC","COM","37940X102","9,781","0.0%","71,477","",""
"AME","AMETEK INC","COM","031100100","9,755","0.0%","73,247","",""
"CE","CELANESE CORP DEL","COM","150870103","9,719","0.0%","68,029","",""
"KMX","CARMAX INC","COM","143130102","9,632","0.0%","99,829","",""
"XYL","XYLEM INC","COM","98419M100","9,555","0.0%","112,067","",""
"PKI","PERKINELMER INC","COM","714046109","9,506","0.0%","54,490","",""
"GH","GUARDANT HEALTH INC","COM","40131M109","9,475","0.0%","143,041","",""
"PXD","PIONEER NAT RES CO","COM","723787107","9,387","0.0%","37,543","",""
"PZZA","PAPA JOHNS INTL INC","COM","698813102","9,326","0.0%","88,584","",""
"AIG","AMERICAN INTL GROUP INC","COM NEW","026874784","9,319","0.0%","148,468","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","9,302","0.0%","557,544","",""
"PEG","PUBLIC SVC ENTERPRISE GRP IN","COM","744573106","9,218","0.0%","131,690","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","9,197","0.0%","282,246","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","9,151","0.0%","88,711","",""
"ATHM","AUTOHOME INC","SP ADS RP CL A","05278C107","9,147","0.0%","300,803","",""
"CCEP.AS","COCA-COLA EUROPACIFIC PARTNE","SHS","G25839104","9,118","0.0%","187,567","",""
"TXT","TEXTRON INC","COM","883203101","9,117","0.0%","122,577","",""
