"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"CLX","CLOROX CO DEL","COM","189054109","26,404","0.2%","130,764","",""
"MKC","MCCORMICK & CO INC","COM NON VTG","579780206","26,251","0.2%","274,592","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","26,046","0.2%","893,221","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","25,962","0.2%","722,172","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","25,951","0.2%","302,746","",""
"HRL","HORMEL FOODS CORP","COM","440452100","25,624","0.2%","549,754","",""
"CERN","CERNER CORP","COM","156782104","24,304","0.2%","309,683","",""
"TSN","TYSON FOODS INC","CL A","902494103","23,877","0.2%","370,532","",""
"C","CITIGROUP INC","COM NEW","172967424","22,794","0.2%","369,670","",""
"K","KELLOGG CO","COM","487836108","22,565","0.2%","362,611","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","22,208","0.2%","41,559","",""
"CHD","CHURCH & DWIGHT INC","COM","171340102","22,091","0.2%","253,255","",""
"ATHM","AUTOHOME INC","SP ADR RP CL A","05278C107","22,025","0.2%","221,093","",""
"CCEP.AS","COCA COLA EUROPEAN PARTNERS","SHS","G25839104","22,023","0.2%","441,962","",""
"SNAP","SNAP INC","CL A","83304A106","21,593","0.2%","431,247","",""
"BAX","BAXTER INTL INC","COM","071813109","21,584","0.2%","268,996","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","21,569","0.2%","714,665","",""
"IDXX","IDEXX LABS INC","COM","45168D104","21,363","0.2%","42,737","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","20,925","0.2%","124,255","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","20,846","0.2%","1,083,467","",""
"MS","MORGAN STANLEY","COM NEW","617446448","19,843","0.2%","289,546","",""
"KR","KROGER CO","COM","501044101","18,603","0.2%","585,748","",""
"CAG","CONAGRA BRANDS INC","COM","205887102","18,257","0.2%","503,501","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","18,167","0.2%","403,440","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","17,895","0.2%","132,224","",""
"XPEV","XPENG INC","ADS","98422D105","17,262","0.1%","403,044","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","17,251","0.1%","65,417","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","COM","98956P102","16,562","0.1%","107,485","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","16,364","0.1%","137,372","",""
"RMD","RESMED INC","COM","761152107","15,789","0.1%","74,279","",""
"CSX","CSX CORP","COM","126408103","15,306","0.1%","168,666","",""
"WDAY","WORKDAY INC","CL A","98138H101","15,069","0.1%","62,889","",""
"UNP","UNION PAC CORP","COM","907818108","14,903","0.1%","71,573","",""
"BLK","BLACKROCK INC","COM","09247X101","14,371","0.1%","19,917","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","13,559","0.1%","117,291","",""
"TFX","TELEFLEX INCORPORATED","COM","879369106","13,520","0.1%","32,849","",""
"NOW","SERVICENOW INC","COM","81762P102","13,440","0.1%","24,417","",""
"SAM","BOSTON BEER INC","CL A","100557107","12,686","0.1%","12,759","",""
"CHGG","CHEGG INC","COM","163092109","12,525","0.1%","138,656","",""
"NEM","NEWMONT CORP","COM","651639106","12,383","0.1%","206,770","",""
"NSC","NORFOLK SOUTHN CORP","COM","655844108","12,348","0.1%","51,969","",""
"DXCM","DEXCOM INC","COM","252131107","12,025","0.1%","32,524","",""
"WST","WEST PHARMACEUTICAL SVSC INC","COM","955306105","12,002","0.1%","42,363","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","11,626","0.1%","219,195","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","11,527","0.1%","146,399","",""
"BFAM","BRIGHT HORIZONS FAM SOL IN D","COM","109194100","11,339","0.1%","65,546","",""
"HOLX","HOLOGIC INC","COM","436440101","11,268","0.1%","154,721","",""
"MCK","MCKESSON CORP","COM","58155Q103","11,177","0.1%","64,265","",""
"ADBE","ADOBE SYSTEMS INCORPORATED","COM","00724F101","11,154","0.1%","22,302","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","11,129","0.1%","170,905","",""
"","GSX TECHEDU INC","SPONSORED ADS","36257Y109","10,838","0.1%","209,585","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","10,746","0.1%","109,925","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","10,519","0.1%","601,773","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","10,426","0.1%","24,186","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","10,223","0.1%","946,581","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","10,009","0.1%","49,173","",""
"DAR","DARLING INGREDIENTS INC","COM","237266101","9,987","0.1%","173,149","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","9,706","0.1%","158,825","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","9,693","0.1%","25,278","",""
"USB","US BANCORP DEL","COM NEW","902973304","9,614","0.1%","206,354","",""
"NVDA","NVIDIA CORPORATION","COM","67066G104","9,455","0.1%","18,107","",""
"ARMK","ARAMARK","COM","03852U106","9,431","0.1%","245,100","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","9,430","0.1%","117,909","",""
"STE","STERIS PLC","SHS USD","G8473T100","9,331","0.1%","49,231","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","9,330","0.1%","358,588","",""
"COO","COOPER COS INC","COM NEW","216648402","9,276","0.1%","25,532","",""
"RNG","RINGCENTRAL INC","CL A","76680R206","9,121","0.1%","24,067","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","9,073","0.1%","33,207","",""
"AON","AON PLC","SHS CL A","G0403H108","8,903","0.1%","42,140","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","8,902","0.1%","265,502","",""
"LU","LUFAX HOLDING LTD","ADS REP SHS CL A","54975P102","8,771","0.1%","617,670","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","8,675","0.1%","58,222","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","8,652","0.1%","93,185","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","8,504","0.1%","207,473","",""
"ADSK","AUTODESK INC","COM","052769106","8,494","0.1%","27,818","",""
"DE","DEERE & CO","COM","244199105","8,469","0.1%","31,479","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","8,465","0.1%","4,830","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","8,444","0.1%","176,184","",""
"MASI","MASIMO CORP","COM","574795100","8,422","0.1%","31,380","",""
"ABMD","ABIOMED INC","COM","003654100","8,402","0.1%","25,917","",""
"TAP","MOLSON COORS BEVERAGE CO","CL B","60871R209","8,208","0.1%","181,626","",""
"AMAT","APPLIED MATLS INC","COM","038222105","8,175","0.1%","94,726","",""
"BYND","BEYOND MEAT INC","COM","08862E109","8,134","0.1%","65,071","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","8,073","0.1%","67,743","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","8,028","0.1%","172,248","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","8,013","0.1%","149,616","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","7,959","0.1%","16,853","",""
"SPLK","SPLUNK INC","COM","848637104","7,849","0.1%","46,198","",""
"QCOM","QUALCOMM INC","COM","747525103","7,797","0.1%","51,180","",""
"CRWD","CROWDSTRIKE HLDGS INC","CL A","22788C105","7,510","0.1%","35,453","",""
"GH","GUARDANT HEALTH INC","COM","40131M109","7,265","0.1%","56,367","",""
"MAR","MARRIOTT INTL INC NEW","CL A","571903202","7,253","0.1%","54,984","",""
"CASY","CASEYS GEN STORES INC","COM","147528103","7,241","0.1%","40,537","",""
"FDX","FEDEX CORP","COM","31428X106","7,150","0.1%","27,541","",""
"USFD","US FOODS HLDG CORP","COM","912008109","7,093","0.1%","212,942","",""
"FAST","FASTENAL CO","COM","311900104","7,088","0.1%","145,157","",""
"URI","UNITED RENTALS INC","COM","911363109","6,944","0.1%","29,944","",""
"ANET","ARISTA NETWORKS INC","COM","040413106","6,907","0.1%","23,771","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","6,857","0.1%","91,214","",""
"HLT","HILTON WORLDWIDE HLDGS INC","COM","43300A203","6,844","0.1%","61,510","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","6,820","0.1%","33,451","",""
"VMW","VMWARE INC","CL A COM","928563402","6,796","0.1%","48,452","",""
"CSCO","CISCO SYS INC","COM","17275R102","6,542","0.1%","146,184","",""
"HELE","HELEN OF TROY LTD","COM","G4388N106","6,436","0.1%","28,968","",""
"FTV","FORTIVE CORP","COM","34959J108","6,418","0.1%","90,630","",""
"CAT","CATERPILLAR INC","COM","149123101","6,375","0.1%","35,021","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","6,257","0.1%","147,431","",""
"META","FACEBOOK INC","CL A","30303M102","6,220","0.1%","22,770","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","6,130","0.1%","42,686","",""
"FRPT","FRESHPET INC","COM","358039105","6,099","0.1%","42,953","",""
"TXN","TEXAS INSTRS INC","COM","882508104","5,828","0.1%","35,511","",""
"TXRH","TEXAS ROADHOUSE INC","COM","882681109","5,812","0.1%","74,365","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","5,793","0.1%","110,638","",""
"OLLI","OLLIES BARGAIN OUTLET HLDGS","COM","681116109","5,746","0.0%","70,274","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","5,662","0.0%","28,317","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","5,653","0.0%","65,695","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","5,588","0.0%","17,000","",""
"PAYC","PAYCOM SOFTWARE INC","COM","70432V102","5,580","0.0%","12,338","",""
"EMR","EMERSON ELEC CO","COM","291011104","5,552","0.0%","69,086","",""
"MLM","MARTIN MARIETTA MATLS INC","COM","573284106","5,551","0.0%","19,549","",""
"AMED","AMEDISYS INC","COM","023436108","5,526","0.0%","18,838","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","5,453","0.0%","147,111","",""
"INGR","INGREDION INC","COM","457187102","5,392","0.0%","68,544","",""
"49BA.SG","BEIGENE LTD","SPONSORED ADR","07725L102","5,374","0.0%","20,799","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","5,348","0.0%","133,001","",""
"ADI","ANALOG DEVICES INC","COM","032654105","5,331","0.0%","36,089","",""
"LIN","LINDE PLC","SHS","G5494J103","5,309","0.0%","20,149","",""
"ZS","ZSCALER INC","COM","98980G102","5,212","0.0%","26,098","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","5,150","0.0%","21,990","",""
"LANC","LANCASTER COLONY CORP","COM","513847103","5,142","0.0%","27,984","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","5,135","0.0%","37,342","",""
"VMC","VULCAN MATLS CO","COM","929160109","5,123","0.0%","34,540","",""
"LOPE","GRAND CANYON ED INC","COM","38526M106","5,067","0.0%","54,419","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","4,971","0.0%","32,837","",""
"CHE","CHEMED CORP NEW","COM","16359R103","4,866","0.0%","9,136","",""
"APH","AMPHENOL CORP NEW","CL A","032095101","4,864","0.0%","37,198","",""
"FLO","FLOWERS FOODS INC","COM","343498101","4,853","0.0%","214,441","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","4,838","0.0%","39,960","",""
"LB","L BRANDS INC","COM","501797104","4,801","0.0%","129,094","",""
"PANW","PALO ALTO NETWORKS INC","COM","697435105","4,732","0.0%","13,316","",""
"CDNS","CADENCE DESIGN SYSTEM INC","COM","127387108","4,679","0.0%","34,299","",""
"QDEL","QUIDEL CORP","COM","74838J101","4,600","0.0%","25,608","",""
"A","AGILENT TECHNOLOGIES INC","COM","00846U101","4,514","0.0%","38,099","",""
"HSIC","HENRY SCHEIN INC","COM","806407102","4,467","0.0%","66,811","",""
"IP","INTERNATIONAL PAPER CO","COM","460146103","4,435","0.0%","89,195","",""
"HLF","HERBALIFE NUTRITION LTD","COM SHS","G4412G101","4,426","0.0%","92,108","",""
"","ZENDESK INC","COM","98936J101","4,397","0.0%","30,719","",""
"GWW","GRAINGER W W INC","COM","384802104","4,388","0.0%","10,745","",""
"STT","STATE STR CORP","COM","857477103","4,294","0.0%","58,995","",""
"MOMO","MOMO INC","ADR","60879B107","4,219","0.0%","302,195","",""
"AMD","ADVANCED MICRO DEVICES INC","COM","007903107","4,192","0.0%","45,706","",""
"PPC","PILGRIMS PRIDE CORP","COM","72147K108","4,159","0.0%","212,081","",""
"KLAC","KLA CORP","COM NEW","482480100","4,145","0.0%","16,008","",""
"PH","PARKER-HANNIFIN CORP","COM","701094104","3,997","0.0%","14,671","",""
"MKTX","MARKETAXESS HLDGS INC","COM","57060D108","3,978","0.0%","6,972","",""
"DDOG","DATADOG INC","CL A COM","23804L103","3,945","0.0%","40,072","",""
"HCM","HUTCHISON CHINA MEDITECH LTD","SPONSORED ADR","44842L103","3,872","0.0%","120,909","",""
"ANSS","ANSYS INC","COM","03662Q105","3,841","0.0%","10,557","",""
"BZUN","BAOZUN INC","SPONSORED ADR","06684L103","3,785","0.0%","110,195","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","3,766","0.0%","41,083","",""
"PFGC","PERFORMANCE FOOD GROUP CO","COM","71377A103","3,760","0.0%","78,979","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","3,754","0.0%","19,319","",""
"BALL","BALL CORP","COM","058498106","3,746","0.0%","40,207","",""
"CMI","CUMMINS INC","COM","231021106","3,746","0.0%","16,495","",""
"HUBS","HUBSPOT INC","COM","443573100","3,743","0.0%","9,442","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","3,722","0.0%","25,329","",""
"CHRW","C H ROBINSON WORLDWIDE INC","COM NEW","12541W209","3,708","0.0%","39,502","",""
"PEN","PENUMBRA INC","COM","70975L107","3,689","0.0%","21,078","",""
"BA","BOEING CO","COM","097023105","3,633","0.0%","16,970","",""
"GLW","CORNING INC","COM","219350105","3,632","0.0%","100,901","",""
"MCHP","MICROCHIP TECHNOLOGY INC.","COM","595017104","3,626","0.0%","26,254","",""
"SIVB","SVB FINANCIAL GROUP","COM","78486Q101","3,614","0.0%","9,319","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","3,607","0.0%","130,814","",""
"NUE","NUCOR CORP","COM","670346105","3,574","0.0%","67,191","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","3,542","0.0%","20,830","",""
"CDAY","CERIDIAN HCM HLDG INC","COM","15677J108","3,521","0.0%","33,046","",""
"PKG","PACKAGING CORP AMER","COM","695156109","3,497","0.0%","25,359","",""
"FICO","FAIR ISAAC CORP","COM","303250104","3,424","0.0%","6,700","",""
"PWR","QUANTA SVCS INC","COM","74762E102","3,419","0.0%","47,479","",""
"ORCL","ORACLE CORP","COM","68389X105","3,352","0.0%","51,817","",""
"KEYS","KEYSIGHT TECHNOLOGIES INC","COM","49338L103","3,333","0.0%","25,231","",""
"NOAH","NOAH HLDGS LTD","SPON ADS CL A","65487X102","3,320","0.0%","69,436","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","3,259","0.0%","26,347","",""
"PCAR","PACCAR INC","COM","693718108","3,170","0.0%","36,741","",""
"DECK","DECKERS OUTDOOR CORP","COM","243537107","3,132","0.0%","10,923","",""
"ZNGA","ZYNGA INC","CL A","98986T108","3,103","0.0%","314,414","",""
"GRMN","GARMIN LTD","SHS","H2906T109","3,043","0.0%","25,434","",""
"FTNT","FORTINET INC","COM","34959E109","2,964","0.0%","19,957","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","2,956","0.0%","11,786","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","2,948","0.0%","50,600","",""
"HRC","HILL ROM HLDGS INC","COM","431475102","2,943","0.0%","30,037","",""
"DOW","DOW INC","COM","260557103","2,903","0.0%","52,305","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","2,889","0.0%","8,690","",""
"ETN","EATON CORP PLC","SHS","G29183103","2,873","0.0%","23,913","",""
"RF","REGIONS FINANCIAL CORP NEW","COM","7591EP100","2,843","0.0%","176,342","",""
"AME","AMETEK INC","COM","031100100","2,832","0.0%","23,417","",""
"CFG","CITIZENS FINL GROUP INC","COM","174610105","2,805","0.0%","78,451","",""
"NYT","NEW YORK TIMES CO","CL A","650111107","2,801","0.0%","54,114","",""
"NTRS","NORTHERN TR CORP","COM","665859104","2,715","0.0%","29,146","",""
"ABBV","ABBVIE INC","COM","00287Y109","2,710","0.0%","25,294","",""
"INOV","INOVALON HLDGS INC","COM CL A","45781D101","2,690","0.0%","148,024","",""
"HUYA","HUYA INC","ADS REP SHS A","44852D108","2,689","0.0%","134,900","",""
"JOBS","51JOB INC","SPONSORED ADS","316827104","2,674","0.0%","38,193","",""
"ACM","AECOM","COM","00766T100","2,655","0.0%","53,325","",""
"MIDD","MIDDLEBY CORP","COM","596278101","2,623","0.0%","20,344","",""
"FIZZ","NATIONAL BEVERAGE CORP","COM","635017106","2,573","0.0%","30,301","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","2,567","0.0%","16,793","",""
"OTIS","OTIS WORLDWIDE CORP","COM","68902V107","2,533","0.0%","37,501","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","2,532","0.0%","7,094","",""
"ZBRA","ZEBRA TECHNOLOGIES CORPORATI","CL A","989207105","2,519","0.0%","6,554","",""
"MTB","M & T BK CORP","COM","55261F104","2,510","0.0%","19,715","",""
"DELL","DELL TECHNOLOGIES INC","CL C","24703L202","2,467","0.0%","33,660","",""
"KEY","KEYCORP","COM","493267108","2,462","0.0%","150,023","",""
"ZM","ZOOM VIDEO COMMUNICATIONS IN","CL A","98980L101","2,440","0.0%","7,233","",""
"GWRE","GUIDEWIRE SOFTWARE INC","COM","40171V100","2,434","0.0%","18,910","",""
"RHI","ROBERT HALF INTL INC","COM","770323103","2,391","0.0%","38,274","",""
"","ALLEGHANY CORP DEL","COM","017175100","2,382","0.0%","3,946","",""
"BERY","BERRY GLOBAL GROUP INC","COM","08579W103","2,369","0.0%","42,156","",""
"KSU","KANSAS CITY SOUTHERN","COM NEW","485170302","2,353","0.0%","11,527","",""
"UI","UBIQUITI INC","COM","90353W103","2,352","0.0%","8,446","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","2,323","0.0%","102,073","",""
"PNR","PENTAIR PLC","SHS","G7S00T104","2,291","0.0%","43,158","",""
"BEN","FRANKLIN RESOURCES INC","COM","354613101","2,274","0.0%","90,980","",""
"PENN","PENN NATL GAMING INC","COM","707569109","2,242","0.0%","25,953","",""
"PFG","PRINCIPAL FINANCIAL GROUP IN","COM","74251V102","2,232","0.0%","44,983","",""
"FSLR","FIRST SOLAR INC","COM","336433107","2,229","0.0%","22,537","",""
"TTC","TORO CO","COM","891092108","2,215","0.0%","23,359","",""
"APTV","APTIV PLC","SHS","G6095L109","2,173","0.0%","16,676","",""
"SWK","STANLEY BLACK & DECKER INC","COM","854502101","2,170","0.0%","12,151","",""
"CSL","CARLISLE COS INC","COM","142339100","2,149","0.0%","13,758","",""
"QRVO","QORVO INC","COM","74736K101","2,143","0.0%","12,886","",""
"MGM","MGM RESORTS INTERNATIONAL","COM","552953101","2,139","0.0%","67,898","",""
"HUBB","HUBBELL INC","COM","443510607","2,135","0.0%","13,619","",""
"PPG","PPG INDS INC","COM","693506107","2,084","0.0%","14,450","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","2,075","0.0%","14,295","",""
"NWL","NEWELL BRANDS INC","COM","651229106","2,062","0.0%","97,131","",""
"TRMB","TRIMBLE INC","COM","896239100","2,054","0.0%","30,766","",""
"WLK","WESTLAKE CHEM CORP","COM","960413102","2,039","0.0%","24,993","",""
"HOG","HARLEY DAVIDSON INC","COM","412822108","2,023","0.0%","55,121","",""
"LAMR","LAMAR ADVERTISING CO NEW","CL A","512816109","2,023","0.0%","24,313","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","1,979","0.0%","20,809","",""
"TER","TERADYNE INC","COM","880770102","1,977","0.0%","16,486","",""
"HBAN","HUNTINGTON BANCSHARES INC","COM","446150104","1,975","0.0%","156,340","",""
"","CITRIX SYS INC","COM","177376100","1,968","0.0%","15,123","",""
"RJF","RAYMOND JAMES FINL INC","COM","754730109","1,953","0.0%","20,418","",""
"NTAP","NETAPP INC","COM","64110D104","1,925","0.0%","29,065","",""
"SINA","SINA CORP","ORD","G81477104","1,910","0.0%","45,058","",""
"AMGN","AMGEN INC","COM","031162100","1,885","0.0%","8,200","",""
"OSK","OSHKOSH CORP","COM","688239201","1,877","0.0%","21,813","",""
"SNA","SNAP ON INC","COM","833034101","1,873","0.0%","10,942","",""
"XYL","XYLEM INC","COM","98419M100","1,848","0.0%","18,152","",""
"FMC","FMC CORP","COM NEW","302491303","1,835","0.0%","15,968","",""
"DOV","DOVER CORP","COM","260003108","1,827","0.0%","14,474","",""
"WTW","WILLIS TOWERS WATSON PLC LTD","SHS","G96629103","1,815","0.0%","8,616","",""
"EQH","EQUITABLE HLDGS INC","COM","29452E101","1,805","0.0%","70,529","",""
"RS","RELIANCE STEEL & ALUMINUM CO","COM","759509102","1,765","0.0%","14,741","",""
