"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"HST","HOST HOTELS & RESORTS INC","COM","44107P104","16,035","0.2%","1,014,218","",""
"ETR","ENTERGY CORP NEW","COM","29364G103","15,914","0.2%","244,451","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","15,645","0.2%","167,593","",""
"META","FACEBOOK INC","CL A","30303M102","15,454","0.2%","171,900","",""
"ORCL","ORACLE CORP","COM","68389X105","15,338","0.2%","424,628","",""
"URI","UNITED RENTALS INC","COM","911363109","14,704","0.2%","244,862","",""
"GPS","GAP INC DEL","COM","364760108","14,581","0.2%","511,621","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","14,543","0.2%","236,592","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","14,304","0.2%","954,874","",""
"SE","SPECTRA ENERGY CORP","COM","847560109","14,272","0.2%","543,278","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","14,202","0.2%","1,465,609","",""
"WHR","WHIRLPOOL CORP","COM","963320106","13,794","0.2%","93,669","",""
"TPR","COACH INC","COM","189754104","13,446","0.2%","464,778","",""
"CSCO","CISCO SYS INC","COM","17275R102","13,308","0.2%","506,980","",""
"NTAP","NETAPP INC","COM","64110D104","13,307","0.2%","449,573","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","13,223","0.2%","91,211","",""
"WYNN","WYNN RESORTS LTD","COM","983134107","12,722","0.2%","239,500","",""
"MRK","MERCK & CO INC NEW","COM","58933Y105","12,434","0.2%","251,746","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","12,343","0.2%","188,937","",""
"CSX","CSX CORP","COM","126408103","11,804","0.2%","438,805","",""
"FE","FIRSTENERGY CORP","COM","337932107","11,575","0.2%","369,675","",""
"BP","BP PLC","SPONSORED ADR","055622104","11,426","0.2%","373,900","",""
"CVX","CHEVRON CORP NEW","COM","166764100","11,422","0.2%","144,800","",""
"COP","CONOCOPHILLIPS","COM","20825C104","11,314","0.2%","235,900","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","11,309","0.2%","152,100","",""
"CMI","CUMMINS INC","COM","231021106","11,281","0.2%","103,900","",""
"GG","GOLDCORP INC NEW","COM","380956409","11,129","0.1%","888,861","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","11,074","0.1%","167,400","",""
"EOG","EOG RES INC","COM","26875P101","10,986","0.1%","150,900","",""
"WU","WESTERN UN CO","COM","959802109","10,909","0.1%","594,189","",""
"PPG","PPG INDS INC","COM","693506107","10,872","0.1%","123,985","",""
"PFE","PFIZER INC","COM","717081103","10,859","0.1%","345,708","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","10,359","0.1%","306,300","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","10,317","0.1%","990,071","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","10,119","0.1%","320,011","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","10,057","0.1%","377,800","",""
"NEM","NEWMONT MINING CORP","COM","651639106","10,048","0.1%","625,274","",""
"SPLS","STAPLES INC","COM","855030102","9,937","0.1%","847,135","",""
"AMZN","AMAZON COM INC","COM","023135106","9,678","0.1%","18,906","",""
"M","MACYS INC","COM","55616P104","9,647","0.1%","187,971","",""
"EMC","E M C CORP MASS","COM","268648102","9,471","0.1%","392,019","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","9,309","0.1%","1,463,603","",""
"PCAR","PACCAR INC","COM","693718108","9,255","0.1%","177,395","",""
"APC","ANADARKO PETE CORP","COM","032511107","8,763","0.1%","145,100","",""
"T.TO","TELUS CORP","COM","87971M103","8,760","0.1%","279,300","",""
"DNR","DENBURY RES INC","COM NEW","247916208","8,669","0.1%","3,553,063","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","8,650","0.1%","103,772","",""
"AMGN","AMGEN INC","COM","031162100","8,580","0.1%","62,033","",""
"CRM","SALESFORCE COM INC","COM","79466L302","8,544","0.1%","123,054","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","8,481","0.1%","247,300","",""
"TGT","TARGET CORP","COM","87612E106","8,426","0.1%","107,115","",""
"ESRX","EXPRESS SCRIPTS HLDG CO","COM","30219G108","8,392","0.1%","103,662","",""
"MJN","MEAD JOHNSON NUTRITION CO","COM","582839106","8,361","0.1%","118,768","",""
"RHT","RED HAT INC","COM","756577102","8,309","0.1%","115,590","",""
"INTC","INTEL CORP","COM","458140100","8,289","0.1%","275,015","",""
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","8,278","0.1%","199,703","",""
"GLW","CORNING INC","COM","219350105","8,229","0.1%","480,676","",""
"ANDV","TESORO CORP","COM","881609101","8,132","0.1%","83,623","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","8,097","0.1%","69,792","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","7,908","0.1%","179,828","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","7,856","0.1%","206,514","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","7,751","0.1%","34,791","",""
"MET","METLIFE INC","COM","59156R108","7,683","0.1%","162,945","",""
"WMT","WAL-MART STORES INC","COM","931142103","7,657","0.1%","118,088","",""
"XRX","XEROX CORP","COM","984121103","7,600","0.1%","781,083","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","7,598","0.1%","1,746,700","",""
"ETN","EATON CORP PLC","SHS","G29183103","7,425","0.1%","144,731","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","7,187","0.1%","227,900","",""
"DOW","DOW CHEM CO","COM","260543103","7,127","0.1%","168,095","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","6,970","0.1%","90,732","",""
"WDC","WESTERN DIGITAL CORP","COM","958102105","6,938","0.1%","87,339","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","6,932","0.1%","26,765","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","6,891","0.1%","67,909","",""
"","RANDGOLD RES LTD","ADR","752344309","6,778","0.1%","114,700","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","6,717","0.1%","93,376","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","6,674","0.1%","263,591","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","6,637","0.1%","248,396","",""
"SNDK","SANDISK CORP","COM","80004C101","6,585","0.1%","121,200","",""
"WPM","SILVER WHEATON CORP","COM","828336107","6,505","0.1%","541,592","",""
"FLR","FLUOR CORP NEW","COM","343412102","6,433","0.1%","151,902","",""
"ADI","ANALOG DEVICES INC","COM","032654105","6,419","0.1%","113,792","",""
"FFIV","F5 NETWORKS INC","COM","315616102","6,347","0.1%","54,808","",""
"YUM","YUM BRANDS INC","COM","988498101","6,344","0.1%","79,345","",""
"FOSL","FOSSIL GROUP INC","COM","34988V106","6,096","0.1%","109,088","",""
"TOL","TOLL BROTHERS INC","COM","889478103","6,083","0.1%","177,645","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","6,076","0.1%","56,011","",""
"LVLT","LEVEL 3 COMMUNICATIONS INC","COM NEW","52729N308","6,047","0.1%","138,400","",""
"VALE","VALE S A","ADR","91912E105","5,797","0.1%","1,380,300","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","5,684","0.1%","293,300","",""
"NRG","NRG ENERGY INC","COM NEW","629377508","5,671","0.1%","381,883","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","5,664","0.1%","74,317","",""
"MMM","3M CO","COM","88579Y101","5,648","0.1%","39,836","",""
"KLAC","KLA-TENCOR CORP","COM","482480100","5,596","0.1%","111,925","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","5,280","0.1%","62,702","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","5,262","0.1%","157,542","",""
"EMR","EMERSON ELEC CO","COM","291011104","5,180","0.1%","117,268","",""
"PXD","PIONEER NAT RES CO","COM","723787107","5,085","0.1%","41,800","",""
"ELV","ANTHEM INC","COM","036752103","5,060","0.1%","36,141","",""
"MCK","MCKESSON CORP","COM","58155Q103","4,943","0.1%","26,713","",""
"CF","CF INDS HLDGS INC","COM","125269100","4,905","0.1%","109,236","",""
"BKNG","PRICELINE GRP INC","COM NEW","741503403","4,898","0.1%","3,960","",""
"CNP","CENTERPOINT ENERGY INC","COM","15189T107","4,873","0.1%","270,109","",""
"PSX","PHILLIPS 66","COM","718546104","4,776","0.1%","62,150","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","4,774","0.1%","162,489","",""
"TXT","TEXTRON INC","COM","883203101","4,768","0.1%","126,669","",""
"LNC","LINCOLN NATL CORP IND","COM","534187109","4,633","0.1%","97,621","",""
"NUE","NUCOR CORP","COM","670346105","4,567","0.1%","121,625","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","4,507","0.1%","47,443","",""
"PVH","PVH CORP","COM","693656100","4,485","0.1%","44,000","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","4,365","0.1%","117,700","",""
"BIIB","BIOGEN INC","COM","09062X103","4,309","0.1%","14,766","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","4,233","0.1%","111,492","",""
"AFL","AFLAC INC","COM","001055102","4,214","0.1%","72,485","",""
"APA","APACHE CORP","COM","037411105","4,202","0.1%","107,300","",""
"HES","HESS CORP","COM","42809H107","4,105","0.1%","82,000","",""
"RGLD","ROYAL GOLD INC","COM","780287108","4,054","0.1%","86,300","",""
"BCR","BARD C R INC","COM","067383109","4,050","0.1%","21,738","",""
"PEG","PUBLIC SVC ENTERPRISE GROUP","COM","744573106","3,906","0.1%","92,657","",""
"VMW","VMWARE INC","CL A COM","928563402","3,871","0.1%","49,126","",""
"JOY","JOY GLOBAL INC","COM","481165108","3,856","0.1%","258,297","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","3,854","0.1%","470,600","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","3,828","0.1%","57,186","",""
"BA","BOEING CO","COM","097023105","3,779","0.1%","28,856","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","3,745","0.1%","55,270","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","3,730","0.0%","30,504","",""
"","ALCOA INC","COM","013817101","3,670","0.0%","379,916","",""
"MAR","MARRIOTT INTL INC NEW","CL A","571903202","3,659","0.0%","53,653","",""
"NBL","NOBLE ENERGY INC","COM","655044105","3,650","0.0%","120,952","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","3,597","0.0%","60,059","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","3,596","0.0%","7,824","",""
"FMC","F M C CORP","COM NEW","302491303","3,579","0.0%","105,555","",""
"","CITRIX SYS INC","COM","177376100","3,567","0.0%","51,480","",""
"STJ","ST JUDE MED INC","COM","790849103","3,484","0.0%","55,216","",""
"CFX","COLFAX CORP","COM","194014106","3,479","0.0%","116,300","",""
"TXN","TEXAS INSTRS INC","COM","882508104","3,437","0.0%","69,408","",""
"MAS","MASCO CORP","COM","574599106","3,326","0.0%","132,101","",""
"ABT","ABBOTT LABS","COM","002824100","3,316","0.0%","82,457","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","3,296","0.0%","218,300","",""
"TSN","TYSON FOODS INC","CL A","902494103","3,266","0.0%","75,785","",""
"CXO","CONCHO RES INC","COM","20605P101","3,205","0.0%","32,600","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","3,201","0.0%","61,290","",""
"DOV","DOVER CORP","COM","260003108","3,092","0.0%","54,083","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","3,045","0.0%","105,100","",""
"MRO","MARATHON OIL CORP","COM","565849106","2,960","0.0%","192,200","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","2,865","0.0%","57,513","",""
"EQT","EQT CORP","COM","26884L109","2,826","0.0%","43,629","",""
"LOW","LOWES COS INC","COM","548661107","2,804","0.0%","40,692","",""
"NEE","NEXTERA ENERGY INC","COM","65339F101","2,738","0.0%","28,068","",""
"HON","HONEYWELL INTL INC","COM","438516106","2,632","0.0%","27,795","",""
"WRK","WESTROCK CO","COM","96145D105","2,590","0.0%","50,348","",""
"CTRA","CABOT OIL & GAS CORP","COM","127097103","2,569","0.0%","117,500","",""
"AES","AES CORP","COM","00130H105","2,556","0.0%","261,115","",""
"EGO","ELDORADO GOLD CORP NEW","COM","284902103","2,546","0.0%","797,500","",""
"VIAC","CBS CORP NEW","CL B","124857202","2,489","0.0%","62,373","",""
"PTR","PETROCHINA CO LTD","SPONSORED ADR","71646E100","2,488","0.0%","35,697","",""
"GFI","GOLD FIELDS LTD NEW","SPONSORED ADR","38059T106","2,443","0.0%","918,400","",""
"CERN","CERNER CORP","COM","156782104","2,247","0.0%","37,477","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","2,242","0.0%","176,701","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","2,082","0.0%","1,224,700","",""
"K.TO","KINROSS GOLD CORP","COM NO PAR","496902404","2,081","0.0%","1,202,800","",""
"","TYCO INTL PLC","SHS","G91442106","2,068","0.0%","61,819","",""
"NSC","NORFOLK SOUTHERN CORP","COM","655844108","2,055","0.0%","26,893","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","1,963","0.0%","411,200","",""
"JWN","NORDSTROM INC","COM","655664100","1,832","0.0%","25,543","",""
"ZBH","ZIMMER BIOMET HLDGS INC","COM","98956P102","1,720","0.0%","18,309","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","1,701","0.0%","103,684","",""
"PAYX","PAYCHEX INC","COM","704326107","1,684","0.0%","35,355","",""
"SBH","SALLY BEAUTY HLDGS INC","COM","79546E104","1,644","0.0%","69,206","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","1,625","0.0%","142,700","",""
"RRC","RANGE RES CORP","COM","75281A109","1,545","0.0%","48,100","",""
"LNKD","LINKEDIN CORP","COM CL A","53578A108","1,521","0.0%","8,000","",""
"WAB","WABTEC CORP","COM","929740108","1,482","0.0%","16,828","",""
"SNI","SCRIPPS NETWORKS INTERACT IN","CL A COM","811065101","1,468","0.0%","29,848","",""
"NWL","NEWELL RUBBERMAID INC","COM","651229106","1,457","0.0%","36,700","",""
"OVV","ENCANA CORP","COM","292505104","1,452","0.0%","226,700","",""
"CCI","CROWN CASTLE INTL CORP NEW","COM","22822V101","1,440","0.0%","18,257","",""
"J","JACOBS ENGR GROUP INC DEL","COM","469814107","1,437","0.0%","38,381","",""
"ST","SENSATA TECHNOLOGIES HLDG NV","SHS","N7902X106","1,437","0.0%","32,416","",""
"TNL","WYNDHAM WORLDWIDE CORP","COM","98310W108","1,424","0.0%","19,800","",""
"FLS","FLOWSERVE CORP","COM","34354P105","1,389","0.0%","33,762","",""
"SGEN","SEATTLE GENETICS INC","COM","812578102","1,388","0.0%","36,000","",""
"CHK","CHESAPEAKE ENERGY CORP","COM","165167107","1,382","0.0%","188,600","",""
"HSY","HERSHEY CO","COM","427866108","1,367","0.0%","14,883","",""
"TRQ","TURQUOISE HILL RES LTD","COM","900435108","1,321","0.0%","519,300","",""
"RS","RELIANCE STEEL & ALUMINUM CO","COM","759509102","1,315","0.0%","24,350","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,305","0.0%","107,500","",""
"DLX","DELUXE CORP","COM","248019101","1,264","0.0%","22,671","",""
"CRL","CHARLES RIV LABS INTL INC","COM","159864107","1,251","0.0%","19,687","",""
"MUR","MURPHY OIL CORP","COM","626717102","1,225","0.0%","50,600","",""
"TECH","BIO TECHNE CORP","COM","09073M104","1,200","0.0%","12,978","",""
"TSCO","TRACTOR SUPPLY CO","COM","892356106","1,199","0.0%","14,216","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","1,179","0.0%","14,666","",""
"DNY","DONNELLEY R R & SONS CO","COM","257867101","1,176","0.0%","80,800","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","1,158","0.0%","18,496","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","1,156","0.0%","19,528","",""
"NGD.TO","NEW GOLD INC CDA","COM","644535106","1,144","0.0%","509,400","",""
"PKI","PERKINELMER INC","COM","714046109","1,136","0.0%","24,716","",""
"WLY","WILEY JOHN & SONS INC","CL A","968223206","1,133","0.0%","22,647","",""
"LEG","LEGGETT & PLATT INC","COM","524660107","1,102","0.0%","26,727","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","1,100","0.0%","23,180","",""
"AVY","AVERY DENNISON CORP","COM","053611109","1,092","0.0%","19,302","",""
"C","CITIGROUP INC","COM NEW","172967424","1,058","0.0%","21,322","",""
"WAT","WATERS CORP","COM","941848103","1,053","0.0%","8,904","",""
"MSGN","MADISON SQUARE GARDEN CO","CL A","55826P100","1,037","0.0%","14,378","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","1,023","0.0%","8,200","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COM","459506101","1,018","0.0%","9,863","",""
"ARW","ARROW ELECTRS INC","COM","042735100","985","0.0%","17,826","",""
"RJF","RAYMOND JAMES FINANCIAL INC","COM","754730109","976","0.0%","19,657","",""
"HSIC","SCHEIN HENRY INC","COM","806407102","960","0.0%","7,235","",""
"AEP","AMERICAN ELEC PWR INC","COM","025537101","945","0.0%","16,616","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","943","0.0%","5,900","",""
"ROST","ROSS STORES INC","COM","778296103","940","0.0%","19,400","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","922","0.0%","5,887","",""
"ANSS","ANSYS INC","COM","03662Q105","913","0.0%","10,361","",""
"SEIC","SEI INVESTMENTS CO","COM","784117103","878","0.0%","18,196","",""
"HBI","HANESBRANDS INC","COM","410345102","857","0.0%","29,600","",""
"REGN","REGENERON PHARMACEUTICALS","COM","75886F107","837","0.0%","1,800","",""
"LHX","HARRIS CORP DEL","COM","413875105","827","0.0%","11,300","",""
"COLM","COLUMBIA SPORTSWEAR CO","COM","198516106","812","0.0%","13,811","",""
"KEY","KEYCORP NEW","COM","493267108","805","0.0%","61,874","",""
"EFX","EQUIFAX INC","COM","294429105","803","0.0%","8,263","",""
"DKS","DICKS SPORTING GOODS INC","COM","253393102","781","0.0%","15,735","",""
"LLL","L-3 COMMUNICATIONS HLDGS INC","COM","502424104","773","0.0%","7,400","",""
"OII","OCEANEERING INTL INC","COM","675232102","771","0.0%","19,631","",""
"STI","SUNTRUST BKS INC","COM","867914103","770","0.0%","20,128","",""
"TUP","TUPPERWARE BRANDS CORP","COM","899896104","769","0.0%","15,537","",""
"AME","AMETEK INC NEW","COM","031100100","761","0.0%","14,540","",""
"RHI","ROBERT HALF INTL INC","COM","770323103","761","0.0%","14,874","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","760","0.0%","10,285","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","745","0.0%","16,605","",""
"ROL","ROLLINS INC","COM","775711104","744","0.0%","27,688","",""
"","COCA COLA ENTERPRISES INC NE","COM","19122T109","734","0.0%","15,176","",""
"MTD","METTLER TOLEDO INTERNATIONAL","COM","592688105","729","0.0%","2,561","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","726","0.0%","5,469","",""
"KBR","KBR INC","COM","48242W106","725","0.0%","43,500","",""
"PWR","QUANTA SVCS INC","COM","74762E102","722","0.0%","29,807","",""
"SNA","SNAP ON INC","COM","833034101","718","0.0%","4,758","",""
"XRAY","DENTSPLY INTL INC NEW","COM","249030107","708","0.0%","14,000","",""
"RMD","RESMED INC","COM","761152107","703","0.0%","13,788","",""
"AMCX","AMC NETWORKS INC","CL A","00164V103","701","0.0%","9,579","",""
"LII","LENNOX INTL INC","COM","526107107","700","0.0%","6,174","",""
"CAB","CABELAS INC","COM","126804301","694","0.0%","15,229","",""
"ATGE","DEVRY ED GROUP INC","COM","251893103","693","0.0%","25,455","",""
"DNB","DUN & BRADSTREET CORP DEL NE","COM","26483E100","693","0.0%","6,600","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","693","0.0%","26,938","",""
"HRB","BLOCK H & R INC","COM","093671105","692","0.0%","19,113","",""
"RSG","REPUBLIC SVCS INC","COM","760759100","689","0.0%","16,735","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","687","0.0%","7,091","",""
"PBI","PITNEY BOWES INC","COM","724479100","683","0.0%","34,400","",""
"JKHY","HENRY JACK & ASSOC INC","COM","426281101","682","0.0%","9,801","",""
"IHS","IHS INC","CL A","451734107","678","0.0%","5,849","",""
"CTAS","CINTAS CORP","COM","172908105","674","0.0%","7,859","",""
"SRCL","STERICYCLE INC","COM","858912108","674","0.0%","4,837","",""
"NUAN","NUANCE COMMUNICATIONS INC","COM","67020Y100","671","0.0%","41,007","",""
"FICO","FAIR ISAAC CORP","COM","303250104","666","0.0%","7,882","",""
"CXW","CORRECTIONS CORP AMER NEW","COM NEW","22025Y407","665","0.0%","22,496","",""
"WCN","WASTE CONNECTIONS INC","COM","941053100","661","0.0%","13,616","",""
"CNX","CONSOL ENERGY INC","COM","20854P109","656","0.0%","66,920","",""
"CVLT","COMMVAULT SYSTEMS INC","COM","204166102","655","0.0%","19,300","",""
"MD","MEDNAX INC","COM","58502B106","655","0.0%","8,534","",""
"CIT","CIT GROUP INC","COM NEW","125581801","652","0.0%","16,300","",""
"DHR","DANAHER CORP DEL","COM","235851102","646","0.0%","7,585","",""
"NDAQ","NASDAQ INC","COM","631103108","640","0.0%","12,000","",""
"AVT","AVNET INC","COM","053807103","637","0.0%","14,931","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","631","0.0%","10,342","",""
"WELL","WELLTOWER INC","COM","95040Q104","628","0.0%","9,271","",""
"LKQ","LKQ CORP","COM","501889208","625","0.0%","22,022","",""
"PAG","PENSKE AUTOMOTIVE GRP INC","COM","70959W103","612","0.0%","12,625","",""
"BIG","BIG LOTS INC","COM","089302103","610","0.0%","12,736","",""
"GES","GUESS INC","COM","401617105","610","0.0%","28,578","",""
"TECD","TECH DATA CORP","COM","878237106","606","0.0%","8,848","",""
"DDS","DILLARDS INC","CL A","254067101","604","0.0%","6,907","",""
"PNRA","PANERA BREAD CO","CL A","69840W108","600","0.0%","3,100","",""
"FTI","FMC TECHNOLOGIES INC","COM","30249U101","598","0.0%","19,296","",""
"ASH","ASHLAND INC NEW","COM","044209104","593","0.0%","5,890","",""
"AXE","ANIXTER INTL INC","COM","035290105","586","0.0%","10,142","",""
"IDXX","IDEXX LABS INC","COM","45168D104","581","0.0%","7,826","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","572","0.0%","5,300","",""
"FL","FOOT LOCKER INC","COM","344849104","569","0.0%","7,911","",""
"CHH","CHOICE HOTELS INTL INC","COM","169905106","567","0.0%","11,908","",""
"CAKE","CHEESECAKE FACTORY INC","COM","163072101","560","0.0%","10,372","",""
"H","HYATT HOTELS CORP","COM CL A","448579102","560","0.0%","11,900","",""
"TDS","TELEPHONE & DATA SYS INC","COM NEW","879433829","557","0.0%","22,300","",""
"JACK","JACK IN THE BOX INC","COM","466367109","539","0.0%","7,000","",""
"JEF","LEUCADIA NATL CORP","COM","527288104","529","0.0%","26,100","",""
"XL","XL GROUP PLC","SHS","G98290102","524","0.0%","14,440","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","521","0.0%","6,825","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","511","0.0%","4,483","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","492","0.0%","9,581","",""
"ALK","ALASKA AIR GROUP INC","COM","011659109","489","0.0%","6,150","",""
"TRIP","TRIPADVISOR INC","COM","896945201","485","0.0%","7,700","",""
"","GENERAL GROWTH PPTYS INC NEW","COM","370023103","480","0.0%","18,500","",""
"BAC","BANK AMER CORP","COM","060505104","477","0.0%","30,591","",""
"VNO","VORNADO RLTY TR","SH BEN INT","929042109","473","0.0%","5,230","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","472","0.0%","11,428","",""
"PLD","PROLOGIS INC","COM","74340W103","472","0.0%","12,145","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","471","0.0%","8,300","",""
"STLD","STEEL DYNAMICS INC","COM","858119100","470","0.0%","27,354","",""
"APH","AMPHENOL CORP NEW","CL A","032095101","466","0.0%","9,143","",""
"PMCS","PMC-SIERRA INC","COM","69344F106","464","0.0%","68,605","",""
"SLAB","SILICON LABORATORIES INC","COM","826919102","464","0.0%","11,168","",""
